# Omega OM-92b Logger 
Time Zone UTC + -4 hours

# Configuration :
DeviceID,15585
LoggingStart,Button Press
LoggingStartTime,05.30 10:40:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,NA
TemperatureAlarmThresholdLow,NA
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,NA
HumidityAlarmThresholdLow,NA
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,1006,2021-04-22,11:00:00,,2021-04-22 11:00:00,20.5619,37.8363,5.68595
,,1007,2021-04-22,11:10:00,,2021-04-22 11:10:00,20.5512,37.8363,5.67644
,,1008,2021-04-22,11:20:00,,2021-04-22 11:20:00,20.594,37.9065,5.74125
,,1009,2021-04-22,11:30:00,,2021-04-22 11:30:00,20.5779,38.6969,6.02549
,,1010,2021-04-22,11:40:00,,2021-04-22 11:40:00,20.7328,37.6623,5.77148
,,1011,2021-04-22,11:50:00,,2021-04-22 11:50:00,20.7488,37.7752,5.82901
,,1012,2021-04-22,12:00:00,,2021-04-22 12:00:00,20.7328,37.3999,5.67046
,,1013,2021-04-22,12:10:00,,2021-04-22 12:10:00,20.7328,37.1984,5.5925
,,1014,2021-04-22,12:20:00,,2021-04-22 12:20:00,20.7061,37.2442,5.58652
,,1015,2021-04-22,12:30:00,,2021-04-22 12:30:00,20.7221,37.6226,5.74675
,,1016,2021-04-22,12:40:00,,2021-04-22 12:40:00,20.6901,37.2442,5.57228
,,1017,2021-04-22,12:50:00,,2021-04-22 12:50:00,20.6901,37.4914,5.66777
,,1018,2021-04-22,13:00:00,,2021-04-22 13:00:00,20.6901,37.3114,5.59827
,,1019,2021-04-22,13:10:00,,2021-04-22 13:10:00,20.6794,37.2259,5.5557
,,1020,2021-04-22,13:20:00,,2021-04-22 13:20:00,20.6634,37.4517,5.62874
,,1021,2021-04-22,13:30:00,,2021-04-22 13:30:00,20.6794,37.229,5.55688
,,1022,2021-04-22,13:40:00,,2021-04-22 13:40:00,20.7061,37.0947,5.52848
,,1023,2021-04-22,13:50:00,,2021-04-22 13:50:00,20.6794,37.0916,5.50357
,,1024,2021-04-22,14:00:00,,2021-04-22 14:00:00,20.7221,37.229,5.59485
,,1025,2021-04-22,14:10:00,,2021-04-22 14:10:00,20.6634,37.6837,5.7179
,,1026,2021-04-22,14:20:00,,2021-04-22 14:20:00,20.7488,37.3175,5.65285
,,1027,2021-04-22,14:30:00,,2021-04-22 14:30:00,20.7328,37.4975,5.70812
,,1028,2021-04-22,14:40:00,,2021-04-22 14:40:00,20.7061,37.29,5.60425
,,1029,2021-04-22,14:50:00,,2021-04-22 14:50:00,20.7649,37.1649,5.60794
,,1030,2021-04-22,15:00:00,,2021-04-22 15:00:00,20.6901,37.1466,5.53441
,,1031,2021-04-22,15:10:00,,2021-04-22 15:10:00,20.7061,37.2747,5.59834
,,1032,2021-04-22,15:20:00,,2021-04-22 15:20:00,20.6901,37.1466,5.53441
,,1033,2021-04-22,15:30:00,,2021-04-22 15:30:00,20.7061,37.2168,5.57588
,,1034,2021-04-22,15:40:00,,2021-04-22 15:40:00,20.7061,37.3266,5.61842
,,1035,2021-04-22,15:50:00,,2021-04-22 15:50:00,20.7061,37.229,5.58061
,,1036,2021-04-22,16:00:00,,2021-04-22 16:00:00,20.7221,37.3724,5.65035
,,1037,2021-04-22,16:10:00,,2021-04-22 16:10:00,20.6901,37.525,5.6807
,,1038,2021-04-22,16:20:00,,2021-04-22 16:20:00,20.7488,37.1954,5.60555
,,1039,2021-04-22,16:30:00,,2021-04-22 16:30:00,20.7221,37.3999,5.66096
,,1040,2021-04-22,16:40:00,,2021-04-22 16:40:00,20.7488,37.293,5.6434
,,1041,2021-04-22,16:50:00,,2021-04-22 16:50:00,20.7488,37.4731,5.71296
,,1042,2021-04-22,17:00:00,,2021-04-22 17:00:00,20.7488,37.4426,5.70119
,,1043,2021-04-22,17:10:00,,2021-04-22 17:10:00,20.8022,37.3114,5.69796
,,1044,2021-04-22,17:20:00,,2021-04-22 17:20:00,20.7916,37.2015,5.64588
,,1045,2021-04-22,17:30:00,,2021-04-22 17:30:00,20.8343,37.3693,5.74887
,,1046,2021-04-22,17:40:00,,2021-04-22 17:40:00,20.877,37.6074,5.87867
,,1047,2021-04-22,17:50:00,,2021-04-22 17:50:00,20.9037,37.6501,5.91885
,,1048,2021-04-22,18:00:00,,2021-04-22 18:00:00,20.8183,37.5891,5.81936
,,1049,2021-04-22,18:10:00,,2021-04-22 18:10:00,20.9144,37.6013,5.90957
,,1050,2021-04-22,18:20:00,,2021-04-22 18:20:00,20.9037,37.5677,5.88715
,,1051,2021-04-22,18:30:00,,2021-04-22 18:30:00,20.845,37.3724,5.75955
,,1052,2021-04-22,18:40:00,,2021-04-22 18:40:00,20.861,37.2229,5.71586
,,1053,2021-04-22,18:50:00,,2021-04-22 18:50:00,20.8022,37.1191,5.62336
,,1054,2021-04-22,19:00:00,,2021-04-22 19:00:00,20.8343,37.2595,5.70634
,,1055,2021-04-22,19:10:00,,2021-04-22 19:10:00,20.845,37.2198,5.70044
,,1056,2021-04-22,19:20:00,,2021-04-22 19:20:00,20.8022,37.0397,5.59247
,,1057,2021-04-22,19:30:00,,2021-04-22 19:30:00,20.7916,37.1221,5.61506
,,1058,2021-04-22,19:40:00,,2021-04-22 19:40:00,20.7649,37.3358,5.67418
,,1059,2021-04-22,19:50:00,,2021-04-22 19:50:00,20.6474,37.0611,5.46324
,,1060,2021-04-22,20:00:00,,2021-04-22 20:00:00,20.6474,37.3083,5.55912
,,1061,2021-04-22,20:10:00,,2021-04-22 20:10:00,20.6046,37.4548,5.57768
,,1062,2021-04-22,20:20:00,,2021-04-22 20:20:00,20.5512,37.3663,5.49606
,,1063,2021-04-22,20:30:00,,2021-04-22 20:30:00,20.594,37.4701,5.57405
,,1064,2021-04-22,20:40:00,,2021-04-22 20:40:00,20.594,37.6471,5.64207
,,1065,2021-04-22,20:50:00,,2021-04-22 20:50:00,20.6207,37.5525,5.62951
,,1066,2021-04-22,21:00:00,,2021-04-22 21:00:00,20.6046,37.7752,5.70066
,,1067,2021-04-22,21:10:00,,2021-04-22 21:10:00,20.6474,37.6379,5.68608
,,1068,2021-04-22,21:20:00,,2021-04-22 21:20:00,20.6474,37.7081,5.71299
,,1069,2021-04-22,21:30:00,,2021-04-22 21:30:00,20.6207,37.5555,5.63068
,,1070,2021-04-22,21:40:00,,2021-04-22 21:40:00,20.6474,37.7081,5.71299
,,1071,2021-04-22,21:50:00,,2021-04-22 21:50:00,20.6313,37.6379,5.67183
,,1072,2021-04-22,22:00:00,,2021-04-22 22:00:00,20.6313,37.6959,5.69406
,,1073,2021-04-22,22:10:00,,2021-04-22 22:10:00,20.6901,37.5494,5.69009
,,1074,2021-04-22,22:20:00,,2021-04-22 22:20:00,20.6901,37.8271,5.79656
,,1075,2021-04-22,22:30:00,,2021-04-22 22:30:00,20.7221,37.2625,5.60785
,,1076,2021-04-22,22:40:00,,2021-04-22 22:40:00,20.7328,37.5494,5.72809
,,1077,2021-04-22,22:50:00,,2021-04-22 22:50:00,20.6313,37.2808,5.53425
,,1078,2021-04-22,23:00:00,,2021-04-22 23:00:00,20.6794,37.3968,5.6218
,,1079,2021-04-22,23:10:00,,2021-04-22 23:10:00,20.6474,37.5433,5.64974
,,1080,2021-04-22,23:20:00,,2021-04-22 23:20:00,20.6901,37.2168,5.56164
,,1081,2021-04-22,23:30:00,,2021-04-22 23:30:00,20.6474,37.2808,5.54849
,,1082,2021-04-22,23:40:00,,2021-04-22 23:40:00,20.6794,37.2869,5.57934
,,1083,2021-04-22,23:50:00,,2021-04-22 23:50:00,20.6901,37.2168,5.56164
,,1084,2021-04-23,00:00:00,,2021-04-23 00:00:00,20.7061,37.2168,5.57588
,,1085,2021-04-23,00:10:00,,2021-04-23 00:10:00,20.7328,37.055,5.53676
,,1086,2021-04-23,00:20:00,,2021-04-23 00:20:00,20.7221,37.2351,5.59721
,,1087,2021-04-23,00:30:00,,2021-04-23 00:30:00,20.7221,37.0001,5.50588
,,1088,2021-04-23,00:40:00,,2021-04-23 00:40:00,20.7221,37.2198,5.5913
,,1089,2021-04-23,00:50:00,,2021-04-23 00:50:00,20.7649,36.9329,5.51762
,,1090,2021-04-23,01:00:00,,2021-04-23 01:00:00,20.7328,36.9055,5.47844
,,1091,2021-04-23,01:10:00,,2021-04-23 01:10:00,20.7755,37.0184,5.56044
,,1092,2021-04-23,01:20:00,,2021-04-23 01:20:00,20.7328,36.8933,5.47367
,,1093,2021-04-23,01:30:00,,2021-04-23 01:30:00,20.7916,37.2107,5.64943
,,1094,2021-04-23,01:40:00,,2021-04-23 01:40:00,20.7649,36.7559,5.44835
,,1095,2021-04-23,01:50:00,,2021-04-23 01:50:00,20.7649,36.9909,5.54024
,,1096,2021-04-23,02:00:00,,2021-04-23 02:00:00,20.7916,36.8688,5.51627
,,1097,2021-04-23,02:10:00,,2021-04-23 02:10:00,20.7916,36.7407,5.46605
,,1098,2021-04-23,02:20:00,,2021-04-23 02:20:00,20.8022,36.8872,5.53291
,,1099,2021-04-23,02:30:00,,2021-04-23 02:30:00,20.7488,36.7407,5.42815
,,1100,2021-04-23,02:40:00,,2021-04-23 02:40:00,20.7916,36.936,5.54251
,,1101,2021-04-23,02:50:00,,2021-04-23 02:50:00,20.8183,36.527,5.40569
,,1102,2021-04-23,03:00:00,,2021-04-23 03:00:00,20.7755,36.7712,5.46381
,,1103,2021-04-23,03:10:00,,2021-04-23 03:10:00,20.8183,36.6918,5.47057
,,1104,2021-04-23,03:20:00,,2021-04-23 03:20:00,20.7916,36.6491,5.43009
,,1105,2021-04-23,03:30:00,,2021-04-23 03:30:00,20.8343,36.8017,5.5279
,,1106,2021-04-23,03:40:00,,2021-04-23 03:40:00,20.7916,36.527,5.38201
,,1107,2021-04-23,03:50:00,,2021-04-23 03:50:00,20.8343,36.7773,5.51833
,,1108,2021-04-23,04:00:00,,2021-04-23 04:00:00,20.7916,36.7437,5.46725
,,1109,2021-04-23,04:10:00,,2021-04-23 04:10:00,20.8022,36.7315,5.47194
,,1110,2021-04-23,04:20:00,,2021-04-23 04:20:00,20.8183,36.64,5.45017
,,1111,2021-04-23,04:30:00,,2021-04-23 04:30:00,20.8022,36.5087,5.38426
,,1112,2021-04-23,04:40:00,,2021-04-23 04:40:00,20.8183,36.6918,5.47057
,,1113,2021-04-23,04:50:00,,2021-04-23 04:50:00,20.8343,36.3836,5.3632
,,1114,2021-04-23,05:00:00,,2021-04-23 05:00:00,20.7916,36.7864,5.48401
,,1115,2021-04-23,05:10:00,,2021-04-23 05:10:00,20.8183,36.5972,5.43335
,,1116,2021-04-23,05:20:00,,2021-04-23 05:20:00,20.7916,36.5087,5.37479
,,1117,2021-04-23,05:30:00,,2021-04-23 05:30:00,20.7916,36.5393,5.38683
,,1118,2021-04-23,05:40:00,,2021-04-23 05:40:00,20.7916,36.3439,5.30963
,,1119,2021-04-23,05:50:00,,2021-04-23 05:50:00,20.845,36.6369,5.47265
,,1120,2021-04-23,06:00:00,,2021-04-23 06:00:00,20.8022,36.5545,5.40231
,,1121,2021-04-23,06:10:00,,2021-04-23 06:10:00,20.7916,36.7132,5.45527
,,1122,2021-04-23,06:20:00,,2021-04-23 06:20:00,20.8343,36.4477,5.38856
,,1123,2021-04-23,06:30:00,,2021-04-23 06:30:00,20.8183,36.4019,5.35625
,,1124,2021-04-23,06:40:00,,2021-04-23 06:40:00,20.845,36.5301,5.43057
,,1125,2021-04-23,06:50:00,,2021-04-23 06:50:00,20.8022,36.3012,5.30216
,,1126,2021-04-23,07:00:00,,2021-04-23 07:00:00,20.7916,36.527,5.38201
,,1127,2021-04-23,07:10:00,,2021-04-23 07:10:00,20.8022,36.4111,5.34567
,,1128,2021-04-23,07:20:00,,2021-04-23 07:20:00,20.8022,36.5667,5.40712
,,1129,2021-04-23,07:30:00,,2021-04-23 07:30:00,20.7755,36.2615,5.26276
,,1130,2021-04-23,07:40:00,,2021-04-23 07:40:00,20.845,36.4599,5.40285
,,1131,2021-04-23,07:50:00,,2021-04-23 07:50:00,20.9304,36.112,5.34043
,,1132,2021-04-23,08:00:00,,2021-04-23 08:00:00,20.9892,36.0723,5.3766
,,1133,2021-04-23,08:10:00,,2021-04-23 08:10:00,21.0426,35.8618,5.33953
,,1134,2021-04-23,08:20:00,,2021-04-23 08:20:00,21.0266,36.1212,5.42919
,,1135,2021-04-23,08:30:00,,2021-04-23 08:30:00,21.0853,35.9716,5.4214
,,1136,2021-04-23,08:40:00,,2021-04-23 08:40:00,21.0586,36.0967,5.44781
,,1137,2021-04-23,08:50:00,,2021-04-23 08:50:00,21.0693,35.8465,5.35702
,,1138,2021-04-23,09:00:00,,2021-04-23 09:00:00,21.1013,36.17,5.51487
,,1139,2021-04-23,09:10:00,,2021-04-23 09:10:00,21.0693,36.1517,5.47919
,,1140,2021-04-23,09:20:00,,2021-04-23 09:20:00,21.1387,36.2951,5.5978
,,1141,2021-04-23,09:30:00,,2021-04-23 09:30:00,21.128,36.2646,5.5762
,,1142,2021-04-23,09:40:00,,2021-04-23 09:40:00,21.1013,36.0723,5.47588
,,1143,2021-04-23,09:50:00,,2021-04-23 09:50:00,21.128,36.2951,5.58834
,,1144,2021-04-23,10:00:00,,2021-04-23 10:00:00,21.1013,36.2921,5.56347
,,1145,2021-04-23,10:10:00,,2021-04-23 10:10:00,21.0586,36.0815,5.44172
,,1146,2021-04-23,10:20:00,,2021-04-23 10:20:00,21.112,36.112,5.50119
,,1147,2021-04-23,10:30:00,,2021-04-23 10:30:00,21.1387,36.2982,5.59901
,,1148,2021-04-23,10:40:00,,2021-04-23 10:40:00,21.128,36.3928,5.62712
,,1149,2021-04-23,10:50:00,,2021-04-23 10:50:00,21.1387,36.405,5.64143
,,1150,2021-04-23,11:00:00,,2021-04-23 11:00:00,21.128,36.4477,5.64889
,,1151,2021-04-23,11:10:00,,2021-04-23 11:10:00,21.1013,36.5698,5.6735
,,1152,2021-04-23,11:20:00,,2021-04-23 11:20:00,21.1547,36.7773,5.80263
,,1153,2021-04-23,11:30:00,,2021-04-23 11:30:00,21.112,36.5454,5.67333
,,1154,2021-04-23,11:40:00,,2021-04-23 11:40:00,21.112,36.8627,5.79827
,,1155,2021-04-23,11:50:00,,2021-04-23 11:50:00,21.1013,36.6949,5.72284
,,1156,2021-04-23,12:00:00,,2021-04-23 12:00:00,21.128,36.9665,5.85313
,,1157,2021-04-23,12:10:00,,2021-04-23 12:10:00,21.1547,36.9726,5.87922
,,1158,2021-04-23,12:20:00,,2021-04-23 12:20:00,21.2135,36.9512,5.92301
,,1159,2021-04-23,12:30:00,,2021-04-23 12:30:00,21.1975,37.1588,5.98984
,,1160,2021-04-23,12:40:00,,2021-04-23 12:40:00,21.1707,37.1038,5.94471
,,1161,2021-04-23,12:50:00,,2021-04-23 12:50:00,21.1547,37.4334,6.05852
,,1162,2021-04-23,13:00:00,,2021-04-23 13:00:00,21.2242,37.3999,6.10724
,,1163,2021-04-23,13:10:00,,2021-04-23 13:10:00,21.2242,37.232,6.04207
,,1164,2021-04-23,13:20:00,,2021-04-23 13:20:00,21.1975,37.6593,6.18369
,,1165,2021-04-23,13:30:00,,2021-04-23 13:30:00,21.1975,37.4365,6.09768
,,1166,2021-04-23,13:40:00,,2021-04-23 13:40:00,21.1814,37.3632,6.05507
,,1167,2021-04-23,13:50:00,,2021-04-23 13:50:00,21.2135,37.7264,6.22377
,,1168,2021-04-23,14:00:00,,2021-04-23 14:00:00,21.2402,37.702,6.23814
,,1169,2021-04-23,14:10:00,,2021-04-23 14:10:00,21.2509,37.5921,6.20532
,,1170,2021-04-23,14:20:00,,2021-04-23 14:20:00,21.2722,37.6257,6.23726
,,1171,2021-04-23,14:30:00,,2021-04-23 14:30:00,21.2722,37.6074,6.2302
,,1172,2021-04-23,14:40:00,,2021-04-23 14:40:00,21.2242,37.6165,6.19098
,,1173,2021-04-23,14:50:00,,2021-04-23 14:50:00,21.2242,37.5219,6.15447
,,1174,2021-04-23,15:00:00,,2021-04-23 15:00:00,21.2509,37.9248,6.33315
,,1175,2021-04-23,15:10:00,,2021-04-23 15:10:00,21.2509,37.76,6.26994
,,1176,2021-04-23,15:20:00,,2021-04-23 15:20:00,21.2829,37.9126,6.357
,,1177,2021-04-23,15:30:00,,2021-04-23 15:30:00,21.2402,37.7874,6.27099
,,1178,2021-04-23,15:40:00,,2021-04-23 15:40:00,21.2402,37.7173,6.24401
,,1179,2021-04-23,15:50:00,,2021-04-23 15:50:00,21.2509,37.5372,6.18411
,,1180,2021-04-23,16:00:00,,2021-04-23 16:00:00,21.2722,37.5525,6.209
,,1181,2021-04-23,16:10:00,,2021-04-23 16:10:00,21.2722,37.5952,6.22549
,,1182,2021-04-23,16:20:00,,2021-04-23 16:20:00,21.2722,37.7081,6.269
,,1183,2021-04-23,16:30:00,,2021-04-23 16:30:00,21.3416,37.5982,6.28842
,,1184,2021-04-23,16:40:00,,2021-04-23 16:40:00,21.3523,37.7447,6.35437
,,1185,2021-04-23,16:50:00,,2021-04-23 16:50:00,21.3951,37.8943,6.44982
,,1186,2021-04-23,17:00:00,,2021-04-23 17:00:00,21.3416,37.7539,6.34838
,,1187,2021-04-23,17:10:00,,2021-04-23 17:10:00,21.3416,37.8668,6.39175
,,1188,2021-04-23,17:20:00,,2021-04-23 17:20:00,21.3416,37.76,6.35073
,,1189,2021-04-23,17:30:00,,2021-04-23 17:30:00,21.3256,37.5891,6.27064
,,1190,2021-04-23,17:40:00,,2021-04-23 17:40:00,21.2989,37.6532,6.2716
,,1191,2021-04-23,17:50:00,,2021-04-23 17:50:00,21.3416,37.6715,6.31666
,,1192,2021-04-23,18:00:00,,2021-04-23 18:00:00,21.3523,37.6013,6.2991
,,1193,2021-04-23,18:10:00,,2021-04-23 18:10:00,21.4111,37.3754,6.26391
,,1194,2021-04-23,18:20:00,,2021-04-23 18:20:00,21.3951,37.6349,6.35005
,,1195,2021-04-23,18:30:00,,2021-04-23 18:30:00,21.3951,37.5677,6.32413
,,1196,2021-04-23,18:40:00,,2021-04-23 18:40:00,21.3844,37.2992,6.21053
,,1197,2021-04-23,18:50:00,,2021-04-23 18:50:00,21.3951,37.3266,6.2307
,,1198,2021-04-23,19:00:00,,2021-04-23 19:00:00,21.3951,37.3571,6.24256
,,1199,2021-04-23,19:10:00,,2021-04-23 19:10:00,21.4538,37.3358,6.28646
,,1200,2021-04-23,19:20:00,,2021-04-23 19:20:00,21.4645,37.7569,6.45885
,,1201,2021-04-23,19:30:00,,2021-04-23 19:30:00,21.5232,37.3327,6.34697
,,1202,2021-04-23,19:40:00,,2021-04-23 19:40:00,21.4538,37.3358,6.28646
,,1203,2021-04-23,19:50:00,,2021-04-23 19:50:00,21.3096,37.6959,6.29756
,,1204,2021-04-23,20:00:00,,2021-04-23 20:00:00,21.2242,38.1689,6.40255
,,1205,2021-04-23,20:10:00,,2021-04-23 20:10:00,21.2242,38.2116,6.4188
,,1206,2021-04-23,20:20:00,,2021-04-23 20:20:00,21.2242,38.0194,6.34554
,,1207,2021-04-23,20:30:00,,2021-04-23 20:30:00,21.1975,38.056,6.33574
,,1208,2021-04-23,20:40:00,,2021-04-23 20:40:00,21.1547,38.2483,6.37084
,,1209,2021-04-23,20:50:00,,2021-04-23 20:50:00,21.1547,38.3307,6.4021
,,1210,2021-04-23,21:00:00,,2021-04-23 21:00:00,21.1547,38.2757,6.38127
,,1211,2021-04-23,21:10:00,,2021-04-23 21:10:00,21.1707,38.3337,6.41754
,,1212,2021-04-23,21:20:00,,2021-04-23 21:20:00,21.2242,38.5168,6.53442
,,1213,2021-04-23,21:30:00,,2021-04-23 21:30:00,21.2242,38.2269,6.4246
,,1214,2021-04-23,21:40:00,,2021-04-23 21:40:00,21.2135,38.2757,6.43363
,,1215,2021-04-23,21:50:00,,2021-04-23 21:50:00,21.1975,38.2208,6.39849
,,1216,2021-04-23,22:00:00,,2021-04-23 22:00:00,21.1547,38.0407,6.29186
,,1217,2021-04-23,22:10:00,,2021-04-23 22:10:00,21.1547,38.056,6.29768
,,1218,2021-04-23,22:20:00,,2021-04-23 22:20:00,21.1547,37.7935,6.19728
,,1219,2021-04-23,22:30:00,,2021-04-23 22:30:00,21.1707,37.644,6.15406
,,1220,2021-04-23,22:40:00,,2021-04-23 22:40:00,21.1814,37.6104,6.15062
,,1221,2021-04-23,22:50:00,,2021-04-23 22:50:00,21.2509,37.882,6.31678
,,1222,2021-04-23,23:00:00,,2021-04-23 23:00:00,21.2989,37.9278,6.37711
,,1223,2021-04-23,23:10:00,,2021-04-23 23:10:00,21.2722,37.7356,6.27957
,,1224,2021-04-23,23:20:00,,2021-04-23 23:20:00,21.2722,37.5555,6.21018
,,1225,2021-04-23,23:30:00,,2021-04-23 23:30:00,21.3256,37.8759,6.381
,,1226,2021-04-23,23:40:00,,2021-04-23 23:40:00,21.3096,37.9187,6.38311
,,1227,2021-04-23,23:50:00,,2021-04-23 23:50:00,21.2989,37.6806,6.28218
,,1228,2021-04-24,00:00:00,,2021-04-24 00:00:00,21.3684,37.7173,6.35805
,,1229,2021-04-24,00:10:00,,2021-04-24 00:10:00,21.3523,37.8668,6.40126
,,1230,2021-04-24,00:20:00,,2021-04-24 00:20:00,21.3523,37.8393,6.39072
,,1231,2021-04-24,00:30:00,,2021-04-24 00:30:00,21.3844,37.702,6.36643
,,1232,2021-04-24,00:40:00,,2021-04-24 00:40:00,21.4111,37.818,6.4348
,,1233,2021-04-24,00:50:00,,2021-04-24 00:50:00,21.4111,37.7874,6.42307
,,1234,2021-04-24,01:00:00,,2021-04-24 01:00:00,21.4378,37.763,6.43744
,,1235,2021-04-24,01:10:00,,2021-04-24 01:10:00,21.4111,37.7325,6.40194
,,1236,2021-04-24,01:20:00,,2021-04-24 01:20:00,21.3844,37.7447,6.38288
,,1237,2021-04-24,01:30:00,,2021-04-24 01:30:00,21.4218,37.6806,6.39146
,,1238,2021-04-24,01:40:00,,2021-04-24 01:40:00,21.4111,37.6776,6.38078
,,1239,2021-04-24,01:50:00,,2021-04-24 01:50:00,21.3844,37.702,6.36643
,,1240,2021-04-24,02:00:00,,2021-04-24 02:00:00,21.4218,37.7356,6.41262
,,1241,2021-04-24,02:10:00,,2021-04-24 02:10:00,21.3951,37.7752,6.40412
,,1242,2021-04-24,02:20:00,,2021-04-24 02:20:00,21.3684,37.5494,6.29331
,,1243,2021-04-24,02:30:00,,2021-04-24 02:30:00,21.4218,37.6959,6.39734
,,1244,2021-04-24,02:40:00,,2021-04-24 02:40:00,21.4218,37.7478,6.41732
,,1245,2021-04-24,02:50:00,,2021-04-24 02:50:00,21.3844,37.5402,6.30401
,,1246,2021-04-24,03:00:00,,2021-04-24 03:00:00,21.4111,37.5555,6.33366
,,1247,2021-04-24,03:10:00,,2021-04-24 03:10:00,21.4378,37.763,6.43744
,,1248,2021-04-24,03:20:00,,2021-04-24 03:20:00,21.3951,37.6623,6.36064
,,1249,2021-04-24,03:30:00,,2021-04-24 03:30:00,21.4218,37.7508,6.41849
,,1250,2021-04-24,03:40:00,,2021-04-24 03:40:00,21.4218,37.8576,6.45954
,,1251,2021-04-24,03:50:00,,2021-04-24 03:50:00,21.3951,37.6623,6.36064
,,1252,2021-04-24,04:00:00,,2021-04-24 04:00:00,21.4218,37.6532,6.38087
,,1253,2021-04-24,04:10:00,,2021-04-24 04:10:00,21.4378,37.8363,6.4656
,,1254,2021-04-24,04:20:00,,2021-04-24 04:20:00,21.4111,37.818,6.4348
,,1255,2021-04-24,04:30:00,,2021-04-24 04:30:00,21.4111,37.5708,6.33955
,,1256,2021-04-24,04:40:00,,2021-04-24 04:40:00,21.4538,37.7539,6.44818
,,1257,2021-04-24,04:50:00,,2021-04-24 04:50:00,21.4378,37.8363,6.4656
,,1258,2021-04-24,05:00:00,,2021-04-24 05:00:00,21.4111,37.7356,6.40311
,,1259,2021-04-24,05:10:00,,2021-04-24 05:10:00,21.4378,37.6959,6.41159
,,1260,2021-04-24,05:20:00,,2021-04-24 05:20:00,21.4538,37.8912,6.50095
,,1261,2021-04-24,05:30:00,,2021-04-24 05:30:00,21.4378,37.7081,6.41629
,,1262,2021-04-24,05:40:00,,2021-04-24 05:40:00,21.4218,37.4548,6.30418
,,1263,2021-04-24,05:50:00,,2021-04-24 05:50:00,21.4645,37.7234,6.44593
,,1264,2021-04-24,06:00:00,,2021-04-24 06:00:00,21.4111,37.641,6.36666
,,1265,2021-04-24,06:10:00,,2021-04-24 06:10:00,21.4111,37.4701,6.30059
,,1266,2021-04-24,06:20:00,,2021-04-24 06:20:00,21.4111,37.5708,6.33955
,,1267,2021-04-24,06:30:00,,2021-04-24 06:30:00,21.4111,37.5555,6.33366
,,1268,2021-04-24,06:40:00,,2021-04-24 06:40:00,21.4218,37.4334,6.2959
,,1269,2021-04-24,06:50:00,,2021-04-24 06:50:00,21.4645,37.4456,6.33861
,,1270,2021-04-24,07:00:00,,2021-04-24 07:00:00,21.4378,37.4456,6.31487
,,1271,2021-04-24,07:10:00,,2021-04-24 07:10:00,21.4218,37.1557,6.18787
,,1272,2021-04-24,07:20:00,,2021-04-24 07:20:00,21.4378,37.4731,6.32551
,,1273,2021-04-24,07:30:00,,2021-04-24 07:30:00,21.4111,37.3602,6.25798
,,1274,2021-04-24,07:40:00,,2021-04-24 07:40:00,21.3684,37.1801,6.14996
,,1275,2021-04-24,07:50:00,,2021-04-24 07:50:00,21.566,36.9055,6.21787
,,1276,2021-04-24,08:00:00,,2021-04-24 08:00:00,21.5927,36.939,6.25476
,,1277,2021-04-24,08:10:00,,2021-04-24 08:10:00,21.6354,36.8566,6.26027
,,1278,2021-04-24,08:20:00,,2021-04-24 08:20:00,21.6194,36.6522,6.16537
,,1279,2021-04-24,08:30:00,,2021-04-24 08:30:00,21.6621,37.0703,6.36786
,,1280,2021-04-24,08:40:00,,2021-04-24 08:40:00,21.6621,36.9451,6.31877
,,1281,2021-04-24,08:50:00,,2021-04-24 08:50:00,21.7903,37.0672,6.48045
,,1282,2021-04-24,09:00:00,,2021-04-24 09:00:00,21.8597,37.1557,6.57677
,,1283,2021-04-24,09:10:00,,2021-04-24 09:10:00,21.7742,37.4395,6.61156
,,1284,2021-04-24,09:20:00,,2021-04-24 09:20:00,21.7475,37.409,6.57596
,,1285,2021-04-24,09:30:00,,2021-04-24 09:30:00,21.7155,37.3938,6.54155
,,1286,2021-04-24,09:40:00,,2021-04-24 09:40:00,21.6888,37.3327,6.49408
,,1287,2021-04-24,09:50:00,,2021-04-24 09:50:00,21.5499,37.3327,6.3707
,,1288,2021-04-24,10:00:00,,2021-04-24 10:00:00,21.4378,37.2808,6.25086
,,1289,2021-04-24,10:10:00,,2021-04-24 10:10:00,21.3523,37.3175,6.18918
,,1290,2021-04-24,10:20:00,,2021-04-24 10:20:00,21.3684,37.1191,6.12614
,,1291,2021-04-24,10:30:00,,2021-04-24 10:30:00,21.3256,37.0214,6.05004
,,1292,2021-04-24,10:40:00,,2021-04-24 10:40:00,21.3256,36.8872,5.99742
,,1293,2021-04-24,10:50:00,,2021-04-24 10:50:00,21.3523,36.6888,5.94305
,,1294,2021-04-24,11:00:00,,2021-04-24 11:00:00,21.3523,36.762,5.97192
,,1295,2021-04-24,11:10:00,,2021-04-24 11:10:00,21.3523,36.5118,5.87308
,,1296,2021-04-24,11:20:00,,2021-04-24 11:20:00,21.3096,36.4569,5.81344
,,1297,2021-04-24,11:30:00,,2021-04-24 11:30:00,21.3523,36.3714,5.81738
,,1298,2021-04-24,11:40:00,,2021-04-24 11:40:00,21.3523,36.3317,5.8016
