# Omega OM-92b Logger 
Time Zone UTC + -4 hours

# Configuration :
DeviceID,15585
LoggingStart,Button Press
LoggingStartTime,05.30 10:40:00
LoggingInterval,10 mins
TemperatureLoggingEnable,true
TemperatureAlarmThresholdHigh,NA
TemperatureAlarmThresholdLow,NA
HumidityLoggingEnable,true
HumidityAlarmThresholdHigh,NA
HumidityAlarmThresholdLow,NA
Celcius/Fahrenheit,Celcius

,,# Sample Info :,,,,#Plot 
,,Data No,Date,Time,,Date/Time,Temperature,Humidity,DewPoint
,,3651,2021-05-10,19:50:00,,2021-05-10 19:50:00,21.8864,43.0732,8.76919
,,3652,2021-05-10,20:00:00,,2021-05-10 20:00:00,21.8437,43.2929,8.80591
,,3653,2021-05-10,20:10:00,,2021-05-10 20:10:00,21.817,43.0518,8.69913
,,3654,2021-05-10,20:20:00,,2021-05-10 20:20:00,21.817,43.2166,8.75567
,,3655,2021-05-10,20:30:00,,2021-05-10 20:30:00,21.8437,43.2563,8.79338
,,3656,2021-05-10,20:40:00,,2021-05-10 20:40:00,21.8597,43.0091,8.72303
,,3657,2021-05-10,20:50:00,,2021-05-10 20:50:00,21.8276,42.9816,8.68464
,,3658,2021-05-10,21:00:00,,2021-05-10 21:00:00,21.8276,43.0213,8.69829
,,3659,2021-05-10,21:10:00,,2021-05-10 21:10:00,21.9024,42.7649,8.67739
,,3660,2021-05-10,21:20:00,,2021-05-10 21:20:00,21.9184,42.8382,8.71717
,,3661,2021-05-10,21:30:00,,2021-05-10 21:30:00,21.8597,42.8748,8.67677
,,3662,2021-05-10,21:40:00,,2021-05-10 21:40:00,21.8757,42.6917,8.62794
,,3663,2021-05-10,21:50:00,,2021-05-10 21:50:00,21.8864,42.475,8.56236
,,3664,2021-05-10,22:00:00,,2021-05-10 22:00:00,21.9184,42.3835,8.55937
,,3665,2021-05-10,22:10:00,,2021-05-10 22:10:00,21.8864,42.5483,8.58783
,,3666,2021-05-10,22:20:00,,2021-05-10 22:20:00,21.8597,42.2492,8.45953
,,3667,2021-05-10,22:30:00,,2021-05-10 22:30:00,21.8597,42.0844,8.40184
,,3668,2021-05-10,22:40:00,,2021-05-10 22:40:00,21.8757,41.9257,8.36052
,,3669,2021-05-10,22:50:00,,2021-05-10 22:50:00,21.9024,41.9257,8.38456
,,3670,2021-05-10,23:00:00,,2021-05-10 23:00:00,21.8437,41.8524,8.30587
,,3671,2021-05-10,23:10:00,,2021-05-10 23:10:00,21.8597,41.8769,8.3289
,,3672,2021-05-10,23:20:00,,2021-05-10 23:20:00,21.8864,41.648,8.27211
,,3673,2021-05-10,23:30:00,,2021-05-10 23:30:00,21.8864,41.6724,8.28075
,,3674,2021-05-10,23:40:00,,2021-05-10 23:40:00,21.9291,41.8036,8.36558
,,3675,2021-05-10,23:50:00,,2021-05-10 23:50:00,21.9024,41.6602,8.29085
,,3676,2021-05-11,00:00:00,,2021-05-11 00:00:00,21.8757,41.4771,8.20189
,,3677,2021-05-11,00:10:00,,2021-05-11 00:10:00,21.9291,41.471,8.24775
,,3678,2021-05-11,00:20:00,,2021-05-11 00:20:00,21.9184,41.4923,8.24574
,,3679,2021-05-11,00:30:00,,2021-05-11 00:30:00,21.9184,41.3153,8.18274
,,3680,2021-05-11,00:40:00,,2021-05-11 00:40:00,21.9184,41.3306,8.18818
,,3681,2021-05-11,00:50:00,,2021-05-11 00:50:00,21.9291,41.1231,8.12363
,,3682,2021-05-11,01:00:00,,2021-05-11 01:00:00,21.9024,41.12,8.09854
,,3683,2021-05-11,01:10:00,,2021-05-11 01:10:00,21.9291,41.0407,8.09409
,,3684,2021-05-11,01:20:00,,2021-05-11 01:20:00,21.9184,41.0529,8.08888
,,3685,2021-05-11,01:30:00,,2021-05-11 01:30:00,21.9184,40.8209,8.00549
,,3686,2021-05-11,01:40:00,,2021-05-11 01:40:00,21.9612,40.9583,8.09328
,,3687,2021-05-11,01:50:00,,2021-05-11 01:50:00,21.9184,40.9125,8.03846
,,3688,2021-05-11,02:00:00,,2021-05-11 02:00:00,21.9184,40.766,7.98568
,,3689,2021-05-11,02:10:00,,2021-05-11 02:10:00,21.9291,40.4059,7.8648
,,3690,2021-05-11,02:20:00,,2021-05-11 02:20:00,21.9184,40.3906,7.84967
,,3691,2021-05-11,02:30:00,,2021-05-11 02:30:00,21.9291,40.4181,7.86924
,,3692,2021-05-11,02:40:00,,2021-05-11 02:40:00,21.9024,40.3021,7.80308
,,3693,2021-05-11,02:50:00,,2021-05-11 02:50:00,21.9291,40.2533,7.80921
,,3694,2021-05-11,03:00:00,,2021-05-11 03:00:00,21.9291,40.3082,7.82924
,,3695,2021-05-11,03:10:00,,2021-05-11 03:10:00,21.9184,40.3052,7.81855
,,3696,2021-05-11,03:20:00,,2021-05-11 03:20:00,21.9451,40.2136,7.80908
,,3697,2021-05-11,03:30:00,,2021-05-11 03:30:00,21.9184,40.1709,7.76954
,,3698,2021-05-11,03:40:00,,2021-05-11 03:40:00,21.8864,40.1801,7.74417
,,3699,2021-05-11,03:50:00,,2021-05-11 03:50:00,21.9291,39.9756,7.70755
,,3700,2021-05-11,04:00:00,,2021-05-11 04:00:00,21.8864,39.9695,7.66705
,,3701,2021-05-11,04:10:00,,2021-05-11 04:10:00,21.9024,39.8627,7.64213
,,3702,2021-05-11,04:20:00,,2021-05-11 04:20:00,21.9451,39.8779,7.686
,,3703,2021-05-11,04:30:00,,2021-05-11 04:30:00,21.9184,40,7.70694
,,3704,2021-05-11,04:40:00,,2021-05-11 04:40:00,21.9024,39.9451,7.67243
,,3705,2021-05-11,04:50:00,,2021-05-11 04:50:00,21.9024,40.2075,7.76856
,,3706,2021-05-11,05:00:00,,2021-05-11 05:00:00,21.9718,39.8413,7.69642
,,3707,2021-05-11,05:10:00,,2021-05-11 05:10:00,21.9184,39.823,7.64187
,,3708,2021-05-11,05:20:00,,2021-05-11 05:20:00,21.9451,39.8108,7.66127
,,3709,2021-05-11,05:30:00,,2021-05-11 05:30:00,21.9451,39.7498,7.63876
,,3710,2021-05-11,05:40:00,,2021-05-11 05:40:00,21.9184,39.8627,7.65647
,,3711,2021-05-11,05:50:00,,2021-05-11 05:50:00,21.9879,39.6857,7.65332
,,3712,2021-05-11,06:00:00,,2021-05-11 06:00:00,21.9612,39.7955,7.66999
,,3713,2021-05-11,06:10:00,,2021-05-11 06:10:00,21.9718,39.6643,7.63108
,,3714,2021-05-11,06:20:00,,2021-05-11 06:20:00,21.9718,39.7833,7.67504
,,3715,2021-05-11,06:30:00,,2021-05-11 06:30:00,21.9451,39.7803,7.65002
,,3716,2021-05-11,06:40:00,,2021-05-11 06:40:00,21.9986,39.4842,7.58824
,,3717,2021-05-11,06:50:00,,2021-05-11 06:50:00,21.9612,39.5209,7.5684
,,3718,2021-05-11,07:00:00,,2021-05-11 07:00:00,21.9612,39.3957,7.52192
,,3719,2021-05-11,07:10:00,,2021-05-11 07:10:00,21.9291,39.4629,7.51822
,,3720,2021-05-11,07:20:00,,2021-05-11 07:20:00,21.9184,39.4629,7.50867
,,3721,2021-05-11,07:30:00,,2021-05-11 07:30:00,21.9879,39.3469,7.52761
,,3722,2021-05-11,07:40:00,,2021-05-11 07:40:00,22.1,39.3011,7.61078
,,3723,2021-05-11,07:50:00,,2021-05-11 07:50:00,22.1962,39.2279,7.66932
,,3724,2021-05-11,08:00:00,,2021-05-11 08:00:00,22.1695,39.2248,7.64432
,,3725,2021-05-11,08:10:00,,2021-05-11 08:10:00,22.1695,39.2554,7.65573
,,3726,2021-05-11,08:20:00,,2021-05-11 08:20:00,22.1534,39.1394,7.59802
,,3727,2021-05-11,08:30:00,,2021-05-11 08:30:00,22.1695,38.9624,7.54587
,,3728,2021-05-11,08:40:00,,2021-05-11 08:40:00,22.1534,39.0173,7.55221
,,3729,2021-05-11,08:50:00,,2021-05-11 08:50:00,22.1427,38.9899,7.53235
,,3730,2021-05-11,09:00:00,,2021-05-11 09:00:00,22.1695,38.7121,7.45144
,,3731,2021-05-11,09:10:00,,2021-05-11 09:10:00,22.1267,38.9868,7.5169
,,3732,2021-05-11,09:20:00,,2021-05-11 09:20:00,22.1695,38.9502,7.54127
,,3733,2021-05-11,09:30:00,,2021-05-11 09:30:00,22.1695,38.8922,7.51944
,,3734,2021-05-11,09:40:00,,2021-05-11 09:40:00,22.1107,39.0448,7.52438
,,3735,2021-05-11,09:50:00,,2021-05-11 09:50:00,22.1855,39.5026,7.76219
,,3736,2021-05-11,10:00:00,,2021-05-11 10:00:00,22.5914,41.5808,8.88249
,,3737,2021-05-11,10:10:00,,2021-05-11 10:10:00,22.5647,41.3794,8.78656
,,3738,2021-05-11,10:20:00,,2021-05-11 10:20:00,22.3777,41.9623,8.82551
,,3739,2021-05-11,10:30:00,,2021-05-11 10:30:00,22.2229,41.6602,8.57919
,,3740,2021-05-11,10:40:00,,2021-05-11 10:40:00,22.084,41.8097,8.50716
,,3741,2021-05-11,10:50:00,,2021-05-11 10:50:00,21.9612,41.9013,8.42887
,,3742,2021-05-11,11:00:00,,2021-05-11 11:00:00,21.9024,42.0203,8.41783
,,3743,2021-05-11,11:10:00,,2021-05-11 11:10:00,21.9184,41.828,8.36458
,,3744,2021-05-11,11:20:00,,2021-05-11 11:20:00,21.8757,41.6938,8.27869
,,3745,2021-05-11,11:30:00,,2021-05-11 11:30:00,21.7903,41.9013,8.27497
,,3746,2021-05-11,11:40:00,,2021-05-11 11:40:00,21.7742,42.0386,8.30879
,,3747,2021-05-11,11:50:00,,2021-05-11 11:50:00,21.8009,42.0874,8.34998
,,3748,2021-05-11,12:00:00,,2021-05-11 12:00:00,21.7315,42.1271,8.30131
,,3749,2021-05-11,12:10:00,,2021-05-11 12:10:00,21.7582,42.1698,8.34033
,,3750,2021-05-11,12:20:00,,2021-05-11 12:20:00,21.7582,42.0569,8.30078
,,3751,2021-05-11,12:30:00,,2021-05-11 12:30:00,21.7155,42.2583,8.33275
,,3752,2021-05-11,12:40:00,,2021-05-11 12:40:00,21.6461,42.2004,8.24992
,,3753,2021-05-11,12:50:00,,2021-05-11 12:50:00,21.7315,42.0264,8.26602
,,3754,2021-05-11,13:00:00,,2021-05-11 13:00:00,21.6888,42.2431,8.30335
,,3755,2021-05-11,13:10:00,,2021-05-11 13:10:00,21.6354,42.6001,8.37935
,,3756,2021-05-11,13:20:00,,2021-05-11 13:20:00,21.6194,42.3499,8.27799
,,3757,2021-05-11,13:30:00,,2021-05-11 13:30:00,21.6621,42.2004,8.26436
,,3758,2021-05-11,13:40:00,,2021-05-11 13:40:00,21.6194,42.707,8.40185
,,3759,2021-05-11,13:50:00,,2021-05-11 13:50:00,21.6033,42.3468,8.26248
,,3760,2021-05-11,14:00:00,,2021-05-11 14:00:00,21.7048,42.1759,8.29433
,,3761,2021-05-11,14:10:00,,2021-05-11 14:10:00,21.7475,42.002,8.27189
,,3762,2021-05-11,14:20:00,,2021-05-11 14:20:00,21.6888,42.3957,8.35654
,,3763,2021-05-11,14:30:00,,2021-05-11 14:30:00,21.6354,42.3224,8.28287
,,3764,2021-05-11,14:40:00,,2021-05-11 14:40:00,21.7475,42.5696,8.46997
,,3765,2021-05-11,14:50:00,,2021-05-11 14:50:00,21.8009,42.5879,8.52451
,,3766,2021-05-11,15:00:00,,2021-05-11 15:00:00,21.7475,42.1851,8.33604
,,3767,2021-05-11,15:10:00,,2021-05-11 15:10:00,21.6888,42.359,8.34379
,,3768,2021-05-11,15:20:00,,2021-05-11 15:20:00,21.7048,42.594,8.43988
,,3769,2021-05-11,15:30:00,,2021-05-11 15:30:00,21.7155,42.2217,8.31996
,,3770,2021-05-11,15:40:00,,2021-05-11 15:40:00,21.7048,42.3957,8.37098
,,3771,2021-05-11,15:50:00,,2021-05-11 15:50:00,21.6781,42.2858,8.30863
,,3772,2021-05-11,16:00:00,,2021-05-11 16:00:00,21.7315,42.237,8.33973
,,3773,2021-05-11,16:10:00,,2021-05-11 16:10:00,21.6888,42.3163,8.3289
,,3774,2021-05-11,16:20:00,,2021-05-11 16:20:00,21.7048,42.4414,8.38691
,,3775,2021-05-11,16:30:00,,2021-05-11 16:30:00,21.7048,42.2095,8.30607
,,3776,2021-05-11,16:40:00,,2021-05-11 16:40:00,21.7742,42.3499,8.41765
,,3777,2021-05-11,16:50:00,,2021-05-11 16:50:00,21.7742,42.2858,8.39529
,,3778,2021-05-11,17:00:00,,2021-05-11 17:00:00,21.8009,42.0661,8.34249
,,3779,2021-05-11,17:10:00,,2021-05-11 17:10:00,21.7903,42.2248,8.38842
,,3780,2021-05-11,17:20:00,,2021-05-11 17:20:00,21.8437,42.8992,8.67072
,,3781,2021-05-11,17:30:00,,2021-05-11 17:30:00,21.8009,42.8107,8.60161
,,3782,2021-05-11,17:40:00,,2021-05-11 17:40:00,21.7742,42.7253,8.54798
,,3783,2021-05-11,17:50:00,,2021-05-11 17:50:00,21.7155,42.5818,8.44529
,,3784,2021-05-11,18:00:00,,2021-05-11 18:00:00,21.6781,42.7314,8.46331
,,3785,2021-05-11,18:10:00,,2021-05-11 18:10:00,21.7155,42.9541,8.57389
,,3786,2021-05-11,18:20:00,,2021-05-11 18:20:00,21.7582,42.8168,8.56514
,,3787,2021-05-11,18:30:00,,2021-05-11 18:30:00,21.7475,42.5727,8.47103
,,3788,2021-05-11,18:40:00,,2021-05-11 18:40:00,21.7475,42.3896,8.40739
,,3789,2021-05-11,18:50:00,,2021-05-11 18:50:00,21.7048,41.944,8.21304
,,3790,2021-05-11,19:00:00,,2021-05-11 19:00:00,21.8009,42.1057,8.35639
,,3791,2021-05-11,19:10:00,,2021-05-11 19:10:00,21.8276,42.1393,8.39222
,,3792,2021-05-11,19:20:00,,2021-05-11 19:20:00,21.817,42.2156,8.40929
,,3793,2021-05-11,19:30:00,,2021-05-11 19:30:00,21.7582,42.1759,8.34247
,,3794,2021-05-11,19:40:00,,2021-05-11 19:40:00,21.6621,42.5513,8.38652
,,3795,2021-05-11,19:50:00,,2021-05-11 19:50:00,21.6354,42.707,8.41631
,,3796,2021-05-11,20:00:00,,2021-05-11 20:00:00,21.5766,42.7161,8.36645
,,3797,2021-05-11,20:10:00,,2021-05-11 20:10:00,21.5499,42.6459,8.31809
,,3798,2021-05-11,20:20:00,,2021-05-11 20:20:00,21.5499,42.9236,8.41386
,,3799,2021-05-11,20:30:00,,2021-05-11 20:30:00,21.566,42.7802,8.37893
,,3800,2021-05-11,20:40:00,,2021-05-11 20:40:00,21.5232,42.8321,8.35824
,,3801,2021-05-11,20:50:00,,2021-05-11 20:50:00,21.5499,43.1342,8.48612
,,3802,2021-05-11,21:00:00,,2021-05-11 21:00:00,21.566,43.1312,8.49955
,,3803,2021-05-11,21:10:00,,2021-05-11 21:10:00,21.5499,42.7802,8.36446
,,3804,2021-05-11,21:20:00,,2021-05-11 21:20:00,21.4965,42.8901,8.35408
,,3805,2021-05-11,21:30:00,,2021-05-11 21:30:00,21.5339,43.2166,8.49983
,,3806,2021-05-11,21:40:00,,2021-05-11 21:40:00,21.5339,43.0304,8.43608
,,3807,2021-05-11,21:50:00,,2021-05-11 21:50:00,21.5232,42.9297,8.39184
,,3808,2021-05-11,22:00:00,,2021-05-11 22:00:00,21.3951,43.238,8.3816
,,3809,2021-05-11,22:10:00,,2021-05-11 22:10:00,21.4538,43.1586,8.4076
,,3810,2021-05-11,22:20:00,,2021-05-11 22:20:00,21.4965,43.1617,8.44725
,,3811,2021-05-11,22:30:00,,2021-05-11 22:30:00,21.4805,42.9816,8.37107
,,3812,2021-05-11,22:40:00,,2021-05-11 22:40:00,21.4218,43.2807,8.42032
,,3813,2021-05-11,22:50:00,,2021-05-11 22:50:00,21.5072,43.1495,8.45273
,,3814,2021-05-11,23:00:00,,2021-05-11 23:00:00,21.5232,43.3387,8.53184
,,3815,2021-05-11,23:10:00,,2021-05-11 23:10:00,21.4965,43.2349,8.47229
,,3816,2021-05-11,23:20:00,,2021-05-11 23:20:00,21.5339,43.1098,8.46328
,,3817,2021-05-11,23:30:00,,2021-05-11 23:30:00,21.5232,43.3539,8.53704
,,3818,2021-05-11,23:40:00,,2021-05-11 23:40:00,21.4965,43.5126,8.56688
,,3819,2021-05-11,23:50:00,,2021-05-11 23:50:00,21.5072,43.4577,8.55787
,,3820,2021-05-12,00:00:00,,2021-05-12 00:00:00,21.5339,43.3936,8.56021
,,3821,2021-05-12,00:10:00,,2021-05-12 00:10:00,21.5232,43.238,8.49747
,,3822,2021-05-12,00:20:00,,2021-05-12 00:20:00,21.5499,43.4058,8.57886
,,3823,2021-05-12,00:30:00,,2021-05-12 00:30:00,21.5339,43.5554,8.61521
,,3824,2021-05-12,00:40:00,,2021-05-12 00:40:00,21.4805,43.3112,8.48384
,,3825,2021-05-12,00:50:00,,2021-05-12 00:50:00,21.5339,43.5431,8.61106
,,3826,2021-05-12,01:00:00,,2021-05-12 01:00:00,21.4805,43.2837,8.47447
,,3827,2021-05-12,01:10:00,,2021-05-12 01:10:00,21.5339,43.3936,8.56021
,,3828,2021-05-12,01:20:00,,2021-05-12 01:20:00,21.5499,43.4668,8.59963
,,3829,2021-05-12,01:30:00,,2021-05-12 01:30:00,21.5072,43.3875,8.53399
,,3830,2021-05-12,01:40:00,,2021-05-12 01:40:00,21.5232,43.4058,8.55471
,,3831,2021-05-12,01:50:00,,2021-05-12 01:50:00,21.5499,43.7201,8.68556
,,3832,2021-05-12,02:00:00,,2021-05-12 02:00:00,21.5072,43.3112,8.50799
,,3833,2021-05-12,02:10:00,,2021-05-12 02:10:00,21.566,43.4058,8.59335
,,3834,2021-05-12,02:20:00,,2021-05-12 02:20:00,21.5499,43.5187,8.61727
,,3835,2021-05-12,02:30:00,,2021-05-12 02:30:00,21.5232,43.2746,8.50998
,,3836,2021-05-12,02:40:00,,2021-05-12 02:40:00,21.5499,43.3539,8.56119
,,3837,2021-05-12,02:50:00,,2021-05-12 02:50:00,21.5339,43.2929,8.52588
,,3838,2021-05-12,03:00:00,,2021-05-12 03:00:00,21.5499,43.3051,8.54453
,,3839,2021-05-12,03:10:00,,2021-05-12 03:10:00,21.5766,43.3051,8.56868
,,3840,2021-05-12,03:20:00,,2021-05-12 03:20:00,21.5232,43.3295,8.52872
,,3841,2021-05-12,03:30:00,,2021-05-12 03:30:00,21.5339,43.2654,8.51651
,,3842,2021-05-12,03:40:00,,2021-05-12 03:40:00,21.5339,43.3021,8.52901
,,3843,2021-05-12,03:50:00,,2021-05-12 03:50:00,21.5072,43.238,8.48299
,,3844,2021-05-12,04:00:00,,2021-05-12 04:00:00,21.566,43.2685,8.54652
,,3845,2021-05-12,04:10:00,,2021-05-12 04:10:00,21.5766,43.1556,8.51756
,,3846,2021-05-12,04:20:00,,2021-05-12 04:20:00,21.5766,43.1128,8.50293
,,3847,2021-05-12,04:30:00,,2021-05-12 04:30:00,21.566,43.2441,8.53818
,,3848,2021-05-12,04:40:00,,2021-05-12 04:40:00,21.5232,43.1098,8.45363
,,3849,2021-05-12,04:50:00,,2021-05-12 04:50:00,21.5499,43.3478,8.55911
,,3850,2021-05-12,05:00:00,,2021-05-12 05:00:00,21.5499,43.0732,8.46521
,,3851,2021-05-12,05:10:00,,2021-05-12 05:10:00,21.5339,43.18,8.4873
,,3852,2021-05-12,05:20:00,,2021-05-12 05:20:00,21.566,43.1952,8.52149
,,3853,2021-05-12,05:30:00,,2021-05-12 05:30:00,21.5339,43.0182,8.43189
,,3854,2021-05-12,05:40:00,,2021-05-12 05:40:00,21.566,43.0213,8.46188
,,3855,2021-05-12,05:50:00,,2021-05-12 05:50:00,21.566,43.1464,8.50478
,,3856,2021-05-12,06:00:00,,2021-05-12 06:00:00,21.5766,42.9541,8.44847
,,3857,2021-05-12,06:10:00,,2021-05-12 06:10:00,21.5766,42.9541,8.44847
,,3858,2021-05-12,06:20:00,,2021-05-12 06:20:00,21.5927,43.0213,8.48601
,,3859,2021-05-12,06:30:00,,2021-05-12 06:30:00,21.5927,43.125,8.52159
,,3860,2021-05-12,06:40:00,,2021-05-12 06:40:00,21.5499,42.9511,8.4233
,,3861,2021-05-12,06:50:00,,2021-05-12 06:50:00,21.566,42.9633,8.44197
,,3862,2021-05-12,07:00:00,,2021-05-12 07:00:00,21.566,42.8504,8.40312
,,3863,2021-05-12,07:10:00,,2021-05-12 07:10:00,21.566,42.7985,8.38524
,,3864,2021-05-12,07:20:00,,2021-05-12 07:20:00,21.5766,42.8382,8.40856
,,3865,2021-05-12,07:30:00,,2021-05-12 07:30:00,21.5766,42.9419,8.44428
,,3866,2021-05-12,07:40:00,,2021-05-12 07:40:00,21.6781,42.6307,8.42848
,,3867,2021-05-12,07:50:00,,2021-05-12 07:50:00,21.7315,42.9999,8.60411
,,3868,2021-05-12,08:00:00,,2021-05-12 08:00:00,21.7903,42.533,8.4958
,,3869,2021-05-12,08:10:00,,2021-05-12 08:10:00,21.8437,42.8199,8.64335
,,3870,2021-05-12,08:20:00,,2021-05-12 08:20:00,21.8437,42.9664,8.69386
,,3871,2021-05-12,08:30:00,,2021-05-12 08:30:00,21.7903,42.4353,8.46185
,,3872,2021-05-12,08:40:00,,2021-05-12 08:40:00,21.817,43.0915,8.71276
,,3873,2021-05-12,08:50:00,,2021-05-12 08:50:00,21.8009,42.5788,8.52133
,,3874,2021-05-12,09:00:00,,2021-05-12 09:00:00,21.7742,42.8199,8.58066
,,3875,2021-05-12,09:10:00,,2021-05-12 09:10:00,21.7903,42.3224,8.42252
,,3876,2021-05-12,09:20:00,,2021-05-12 09:20:00,21.817,42.6764,8.56964
,,3877,2021-05-12,09:30:00,,2021-05-12 09:30:00,21.7742,43.1128,8.68149
,,3878,2021-05-12,09:40:00,,2021-05-12 09:40:00,21.7315,42.4994,8.43115
,,3879,2021-05-12,09:50:00,,2021-05-12 09:50:00,21.6781,42.8077,8.48966
,,3880,2021-05-12,10:00:00,,2021-05-12 10:00:00,21.6461,42.8809,8.48597
,,3881,2021-05-12,10:10:00,,2021-05-12 10:10:00,21.7315,42.707,8.50308
,,3882,2021-05-12,10:20:00,,2021-05-12 10:20:00,21.7155,42.9572,8.57494
,,3883,2021-05-12,10:30:00,,2021-05-12 10:30:00,21.6621,43.1434,8.59061
,,3884,2021-05-12,10:40:00,,2021-05-12 10:40:00,21.6033,43.1647,8.54483
,,3885,2021-05-12,10:50:00,,2021-05-12 10:50:00,21.5927,43.3112,8.58524
,,3886,2021-05-12,11:00:00,,2021-05-12 11:00:00,21.6621,43.1159,8.58119
,,3887,2021-05-12,11:10:00,,2021-05-12 11:10:00,21.6888,43.5157,8.74184
,,3888,2021-05-12,11:20:00,,2021-05-12 11:20:00,21.7048,43.2319,8.65952
,,3889,2021-05-12,11:30:00,,2021-05-12 11:30:00,21.6461,43.4974,8.69696
,,3890,2021-05-12,11:40:00,,2021-05-12 11:40:00,21.6194,43.5065,8.67592
,,3891,2021-05-12,11:50:00,,2021-05-12 11:50:00,21.6033,43.476,8.65105
,,3892,2021-05-12,12:00:00,,2021-05-12 12:00:00,21.5766,43.5523,8.65283
,,3893,2021-05-12,12:10:00,,2021-05-12 12:10:00,21.6194,43.3875,8.63541
,,3894,2021-05-12,12:20:00,,2021-05-12 12:20:00,21.6781,43.6378,8.77364
,,3895,2021-05-12,12:30:00,,2021-05-12 12:30:00,21.6461,43.7507,8.7829
,,3896,2021-05-12,12:40:00,,2021-05-12 12:40:00,21.6194,43.3906,8.63645
,,3897,2021-05-12,12:50:00,,2021-05-12 12:50:00,21.5499,43.6683,8.66799
,,3898,2021-05-12,13:00:00,,2021-05-12 13:00:00,21.566,43.6469,8.67525
,,3899,2021-05-12,13:10:00,,2021-05-12 13:10:00,21.5339,43.6835,8.65866
,,3900,2021-05-12,13:20:00,,2021-05-12 13:20:00,21.5499,43.18,8.50179
,,3901,2021-05-12,13:30:00,,2021-05-12 13:30:00,21.5499,43.183,8.50283
,,3902,2021-05-12,13:40:00,,2021-05-12 13:40:00,21.6461,43.65,8.74878
,,3903,2021-05-12,13:50:00,,2021-05-12 13:50:00,21.566,43.9063,8.76293
,,3904,2021-05-12,14:00:00,,2021-05-12 14:00:00,21.5927,43.4394,8.62893
,,3905,2021-05-12,14:10:00,,2021-05-12 14:10:00,21.5927,43.8972,8.78403
,,3906,2021-05-12,14:20:00,,2021-05-12 14:20:00,21.6354,43.8972,8.82272
,,3907,2021-05-12,14:30:00,,2021-05-12 14:30:00,21.5927,43.9307,8.79535
,,3908,2021-05-12,14:40:00,,2021-05-12 14:40:00,21.6194,43.8697,8.79894
,,3909,2021-05-12,14:50:00,,2021-05-12 14:50:00,21.6781,44.004,8.89741
,,3910,2021-05-12,15:00:00,,2021-05-12 15:00:00,21.6461,43.8514,8.81694
,,3911,2021-05-12,15:10:00,,2021-05-12 15:10:00,21.7048,43.8117,8.85672
,,3912,2021-05-12,15:20:00,,2021-05-12 15:20:00,21.6621,43.7751,8.80566
,,3913,2021-05-12,15:30:00,,2021-05-12 15:30:00,21.6194,43.769,8.76492
,,3914,2021-05-12,15:40:00,,2021-05-12 15:40:00,21.5927,43.7293,8.72733
,,3915,2021-05-12,15:50:00,,2021-05-12 15:50:00,21.6781,43.7507,8.8119
,,3916,2021-05-12,16:00:00,,2021-05-12 16:00:00,21.7475,43.7964,8.89024
,,3917,2021-05-12,16:10:00,,2021-05-12 16:10:00,21.8276,43.6927,8.92759
,,3918,2021-05-12,16:20:00,,2021-05-12 16:20:00,21.8757,43.6866,8.96902
,,3919,2021-05-12,16:30:00,,2021-05-12 16:30:00,21.8864,44.004,9.08606
,,3920,2021-05-12,16:40:00,,2021-05-12 16:40:00,21.9024,43.4607,8.91635
,,3921,2021-05-12,16:50:00,,2021-05-12 16:50:00,21.8757,43.2319,8.81399
,,3922,2021-05-12,17:00:00,,2021-05-12 17:00:00,21.9612,42.9816,8.80523
,,3923,2021-05-12,17:10:00,,2021-05-12 17:10:00,21.9451,42.8443,8.74339
,,3924,2021-05-12,17:20:00,,2021-05-12 17:20:00,21.9718,42.6642,8.70517
,,3925,2021-05-12,17:30:00,,2021-05-12 17:30:00,21.9986,42.2248,8.57615
,,3926,2021-05-12,17:40:00,,2021-05-12 17:40:00,22.1,42.3224,8.70178
,,3927,2021-05-12,17:50:00,,2021-05-12 17:50:00,22.1107,42.0447,8.61403
,,3928,2021-05-12,18:00:00,,2021-05-12 18:00:00,22.0573,42.5818,8.75367
,,3929,2021-05-12,18:10:00,,2021-05-12 18:10:00,22.0733,42.7344,8.82108
,,3930,2021-05-12,18:20:00,,2021-05-12 18:20:00,22.0733,42.4506,8.72244
,,3931,2021-05-12,18:30:00,,2021-05-12 18:30:00,22.0733,42.1668,8.62322
,,3932,2021-05-12,18:40:00,,2021-05-12 18:40:00,22.0413,42.6734,8.771
,,3933,2021-05-12,18:50:00,,2021-05-12 18:50:00,22.0146,42.4384,8.66521
,,3934,2021-05-12,19:00:00,,2021-05-12 19:00:00,21.9879,42.3499,8.61026
,,3935,2021-05-12,19:10:00,,2021-05-12 19:10:00,21.9986,42.3499,8.61989
,,3936,2021-05-12,19:20:00,,2021-05-12 19:20:00,21.9879,42.5177,8.66875
,,3937,2021-05-12,19:30:00,,2021-05-12 19:30:00,21.9451,42.2583,8.53976
,,3938,2021-05-12,19:40:00,,2021-05-12 19:40:00,21.7742,42.4842,8.46439
,,3939,2021-05-12,19:50:00,,2021-05-12 19:50:00,21.6781,42.948,8.53802
,,3940,2021-05-12,20:00:00,,2021-05-12 20:00:00,21.6033,43.2105,8.56049
,,3941,2021-05-12,20:10:00,,2021-05-12 20:10:00,21.5927,43.3234,8.58941
,,3942,2021-05-12,20:20:00,,2021-05-12 20:20:00,21.6461,43.1556,8.58031
,,3943,2021-05-12,20:30:00,,2021-05-12 20:30:00,21.7155,43.064,8.61165
