,species,pendant_ID,temp,calendar_date,julian_date,pot_ID,census,table_ID,lightbulb_strength,number_planted,establishment,soil_moisture_3week,germination,soil_moisture_6week,mass,se,sd,mean_temp,max_temp,locality
25,Bromus rubens,15571,Low,06/09/2021,249,48,Greenhouse Temperature Experiment,1,40,40,0,14,1,11,0,0.006772501,3.639984489,26.34609939,27.454,invasive
165,Bromus rubens,15593,Medium,06/09/2021,249,48,Greenhouse Temperature Experiment,2,60,40,0,18,1,6,0,0.006772501,3.639984489,26.46020093,27.7611,invasive
826,Salvia columbariae,15598,Low,18/07/2021,199,9,Greenhouse Temperature Experiment,1,40,40,0,21,1,18,0,0.006772501,3.639984489,23.71154023,25.1068,native
179,Bromus rubens,15593,Medium,06/09/2021,249,62,Greenhouse Temperature Experiment,2,60,40,0,22,1,9,0,0.006772501,3.639984489,26.46020093,27.7611,invasive
271,Layia platyglossa,15573,High,30/05/2021,150,14,Greenhouse Temperature Experiment,3,100,40,0,4,2,8,0,0.006772501,3.639984489,26.03645136,28.4501,native
242,Layia platyglossa,15571,Low,30/05/2021,150,55,Greenhouse Temperature Experiment,1,40,40,0,3,15,25,0,0.006772501,3.639984489,24.20203222,26.3005,native
157,Bromus rubens,15585,Medium,06/09/2021,249,17,Greenhouse Temperature Experiment,2,60,40,0,28,4,9,0,0.006772501,3.639984489,25.84534436,27.7558,invasive
227,Layia platyglossa,15566,High,30/05/2021,150,40,Greenhouse Temperature Experiment,3,100,40,0,5,5,16,0,0.006772501,3.639984489,29.68450484,33.3795,native
413,Layia platyglossa,15598,Low,30/05/2021,150,16,Greenhouse Temperature Experiment,1,40,40,0,4,17,13,0,0.006772501,3.639984489,23.16205277,25.2617,native
19,Bromus rubens,15566,High,06/09/2021,249,42,Greenhouse Temperature Experiment,3,100,40,0,22,1,11,0,0.006772501,3.639984489,30.75365339,33.5206,invasive
381,Layia platyglossa,15593,Medium,30/05/2021,150,54,Greenhouse Temperature Experiment,2,60,40,0,3,1,13,0,0.006772501,3.639984489,24.66327817,26.3779,native
135,Bromus rubens,15583,Medium,06/09/2021,249,41,Greenhouse Temperature Experiment,2,60,40,0,25,1,9,0,0.006772501,3.639984489,26.23760989,29.139,invasive
295,Layia platyglossa,15574,High,30/05/2021,150,61,Greenhouse Temperature Experiment,3,100,40,0,9,4,22,0,0.006772501,3.639984489,28.99218047,33.0537,native
747,Salvia columbariae,15575,Low,18/07/2021,199,46,Greenhouse Temperature Experiment,1,40,40,0,15,1,14,0,0.006772501,3.639984489,25.0123954,26.725,native
768,Salvia columbariae,15583,Medium,18/07/2021,199,44,Greenhouse Temperature Experiment,2,60,40,0,15,1,10,0,0.006772501,3.639984489,24.65839333,26.2016,native
327,Layia platyglossa,15575,Low,30/05/2021,150,46,Greenhouse Temperature Experiment,1,40,40,0,6,17,22,0,0.006772501,3.639984489,23.53640651,25.3258,native
753,Salvia columbariae,15583,Medium,18/07/2021,199,29,Greenhouse Temperature Experiment,2,60,40,0,25,1,11,0,0.006772501,3.639984489,24.65839333,26.2016,native
55,Bromus rubens,15573,High,06/09/2021,249,8,Greenhouse Temperature Experiment,3,100,40,0,17,4,8,0,0.006772501,3.639984489,28.66985928,31.6705,invasive
73,Bromus rubens,15574,High,06/09/2021,249,49,Greenhouse Temperature Experiment,3,100,40,0,15,1,9,0,0.006772501,3.639984489,31.98519574,34.1272,invasive
704,Salvia columbariae,15574,High,18/07/2021,199,50,Greenhouse Temperature Experiment,3,100,40,0,24,2,14,0,0.006772501,3.639984489,27.54544843,29.8547,native
706,Salvia columbariae,15574,High,18/07/2021,199,52,Greenhouse Temperature Experiment,3,100,40,0,25,1,13,0,0.006772501,3.639984489,27.54544843,29.8547,native
324,Layia platyglossa,15575,Low,30/05/2021,150,43,Greenhouse Temperature Experiment,1,40,40,0,5,6,19,0,0.006772501,3.639984489,23.53640651,25.3258,native
685,Salvia columbariae,15573,High,18/07/2021,199,8,Greenhouse Temperature Experiment,3,100,40,0,19,1,11,0,0.006772501,3.639984489,30.33944041,32.039,native
325,Layia platyglossa,15575,Low,30/05/2021,150,44,Greenhouse Temperature Experiment,1,40,40,0,3,9,14,0,0.006772501,3.639984489,23.53640651,25.3258,native
371,Layia platyglossa,15585,Medium,30/05/2021,150,21,Greenhouse Temperature Experiment,2,60,40,0,3,10,13,0,0.006772501,3.639984489,21.83927519,23.4619,native
386,Layia platyglossa,15593,Medium,30/05/2021,150,59,Greenhouse Temperature Experiment,2,60,40,0,6,10,23,0,0.006772501,3.639984489,24.66327817,26.3779,native
286,Layia platyglossa,15574,High,30/05/2021,150,52,Greenhouse Temperature Experiment,3,100,40,0,8,1,18,0,0.006772501,3.639984489,28.99218047,33.0537,native
631,Salvia columbariae,15566,High,18/07/2021,199,24,Greenhouse Temperature Experiment,3,100,40,0,27,1,16,0,0.006772501,3.639984489,29.50817081,31.5316,native
792,Salvia columbariae,15585,Medium,18/07/2021,199,22,Greenhouse Temperature Experiment,2,60,40,0,30,1,12,0,0.006772501,3.639984489,23.82450518,26.207,native
308,Layia platyglossa,15575,Low,30/05/2021,150,27,Greenhouse Temperature Experiment,1,40,40,0,4,10,21,0,0.006772501,3.639984489,23.53640651,25.3258,native
11,Bromus rubens,15566,High,06/09/2021,249,34,Greenhouse Temperature Experiment,3,100,40,0,16,1,6,0,0.006772501,3.639984489,30.75365339,33.5206,invasive
76,Bromus rubens,15574,High,06/09/2021,249,52,Greenhouse Temperature Experiment,3,100,40,0,9,1,8,0,0.006772501,3.639984489,31.98519574,34.1272,invasive
418,Layia platyglossa,15598,Low,30/05/2021,150,21,Greenhouse Temperature Experiment,1,40,40,0,4,25,27,0,0.006772501,3.639984489,23.16205277,25.2617,native
98,Bromus rubens,15575,Low,06/09/2021,249,27,Greenhouse Temperature Experiment,1,40,40,0,30,2,11,0,0.006772501,3.639984489,25.57948924,27.0775,invasive
69,Bromus rubens,15573,High,06/09/2021,249,22,Greenhouse Temperature Experiment,3,100,40,0,12,1,9,0,0.006772501,3.639984489,28.66985928,31.6705,invasive
415,Layia platyglossa,15598,Low,30/05/2021,150,18,Greenhouse Temperature Experiment,1,40,40,0,4,9,20,0,0.006772501,3.639984489,23.16205277,25.2617,native
283,Layia platyglossa,15574,High,30/05/2021,150,49,Greenhouse Temperature Experiment,3,100,40,0,6,3,31,0,0.006772501,3.639984489,28.99218047,33.0537,native
171,Bromus rubens,15593,Medium,06/09/2021,249,54,Greenhouse Temperature Experiment,2,60,40,0,28,4,10,0,0.006772501,3.639984489,26.46020093,27.7611,invasive
13,Bromus rubens,15566,High,06/09/2021,249,36,Greenhouse Temperature Experiment,3,100,40,0,16,2,9,0,0.006772501,3.639984489,30.75365339,33.5206,invasive
29,Bromus rubens,15571,Low,06/09/2021,249,52,Greenhouse Temperature Experiment,1,40,40,0,14,1,10,0,0.006772501,3.639984489,26.34609939,27.454,invasive
290,Layia platyglossa,15574,High,30/05/2021,150,56,Greenhouse Temperature Experiment,3,100,40,0,9,7,20,0,0.006772501,3.639984489,28.99218047,33.0537,native
828,Salvia columbariae,15598,Low,18/07/2021,199,11,Greenhouse Temperature Experiment,1,40,40,0,18,1,24,0,0.006772501,3.639984489,23.71154023,25.1068,native
836,Salvia columbariae,15598,Low,18/07/2021,199,19,Greenhouse Temperature Experiment,1,40,40,0,15,2,18,0,0.006772501,3.639984489,23.71154023,25.1068,native
305,Layia platyglossa,15575,Low,30/05/2021,150,24,Greenhouse Temperature Experiment,1,40,40,0,4,20,24,0,0.006772501,3.639984489,23.53640651,25.3258,native
243,Layia platyglossa,15571,Low,30/05/2021,150,56,Greenhouse Temperature Experiment,1,40,40,0,5,8,16,0,0.006772501,3.639984489,24.20203222,26.3005,native
6,Bromus rubens,15566,High,06/09/2021,249,29,Greenhouse Temperature Experiment,3,100,40,0,14,1,7,0,0.006772501,3.639984489,30.75365339,33.5206,invasive
285,Layia platyglossa,15574,High,30/05/2021,150,51,Greenhouse Temperature Experiment,3,100,40,0,9,2,24,0,0.006772501,3.639984489,28.99218047,33.0537,native
284,Layia platyglossa,15574,High,30/05/2021,150,50,Greenhouse Temperature Experiment,3,100,40,0,3,6,26,0,0.006772501,3.639984489,28.99218047,33.0537,native
225,Layia platyglossa,15566,High,30/05/2021,150,38,Greenhouse Temperature Experiment,3,100,40,0,5,1,14,0,0.006772501,3.639984489,29.68450484,33.3795,native
636,Salvia columbariae,15566,High,18/07/2021,199,29,Greenhouse Temperature Experiment,3,100,40,0,24,1,12,0,0.006772501,3.639984489,29.50817081,31.5316,native
822,Salvia columbariae,15598,Low,18/07/2021,199,5,Greenhouse Temperature Experiment,1,40,40,0,20,1,22,0,0.006772501,3.639984489,23.71154023,25.1068,native
249,Layia platyglossa,15571,Low,30/05/2021,150,62,Greenhouse Temperature Experiment,1,40,40,0,4,6,29,0,0.006772501,3.639984489,24.20203222,26.3005,native
417,Layia platyglossa,15598,Low,30/05/2021,150,20,Greenhouse Temperature Experiment,1,40,40,0,3,12,25,0,0.006772501,3.639984489,23.16205277,25.2617,native
280,Layia platyglossa,15573,High,30/05/2021,150,23,Greenhouse Temperature Experiment,3,100,40,0,5,2,9,0,0.006772501,3.639984489,26.03645136,28.4501,native
316,Layia platyglossa,15575,Low,30/05/2021,150,35,Greenhouse Temperature Experiment,1,40,40,0,5,3,16,0,0.006772501,3.639984489,23.53640651,25.3258,native
688,Salvia columbariae,15573,High,18/07/2021,199,11,Greenhouse Temperature Experiment,3,100,40,0,22,1,13,0,0.006772501,3.639984489,30.33944041,32.039,native
364,Layia platyglossa,15585,Medium,30/05/2021,150,14,Greenhouse Temperature Experiment,2,60,40,0,3,9,16,0,0.006772501,3.639984489,21.83927519,23.4619,native
761,Salvia columbariae,15583,Medium,18/07/2021,199,37,Greenhouse Temperature Experiment,2,60,40,0,26,1,13,0,0.006772501,3.639984489,24.65839333,26.2016,native
700,Salvia columbariae,15573,High,18/07/2021,199,23,Greenhouse Temperature Experiment,3,100,40,0,22,1,14,0,0.006772501,3.639984489,30.33944041,32.039,native
232,Layia platyglossa,15566,High,30/05/2021,150,45,Greenhouse Temperature Experiment,3,100,40,0,5,10,14,0,0.006772501,3.639984489,29.68450484,33.3795,native
791,Salvia columbariae,15585,Medium,18/07/2021,199,21,Greenhouse Temperature Experiment,2,60,40,0,28,1,17,0,0.006772501,3.639984489,23.82450518,26.207,native
375,Layia platyglossa,15593,Medium,30/05/2021,150,48,Greenhouse Temperature Experiment,2,60,40,0,4,1,9,0,0.006772501,3.639984489,24.66327817,26.3779,native
333,Layia platyglossa,15583,Medium,30/05/2021,150,29,Greenhouse Temperature Experiment,2,60,40,0,4,7,27,0,0.006772501,3.639984489,23.46374777,25.3952,native
309,Layia platyglossa,15575,Low,30/05/2021,150,28,Greenhouse Temperature Experiment,1,40,40,0,6,12,13,0,0.006772501,3.639984489,23.53640651,25.3258,native
121,Bromus rubens,15583,Medium,06/09/2021,249,27,Greenhouse Temperature Experiment,2,60,40,0,23,1,11,0,0.006772501,3.639984489,26.23760989,29.139,invasive
667,Salvia columbariae,15571,Low,18/07/2021,199,60,Greenhouse Temperature Experiment,1,40,40,0,30,1,9,0,0.006772501,3.639984489,24.96791965,26.7117,native
714,Salvia columbariae,15574,High,18/07/2021,199,60,Greenhouse Temperature Experiment,3,100,40,0,31,1,7,0,0.006772501,3.639984489,27.54544843,29.8547,native
362,Layia platyglossa,15585,Medium,30/05/2021,150,12,Greenhouse Temperature Experiment,2,60,40,0,3,14,20,0,0.006772501,3.639984489,21.83927519,23.4619,native
373,Layia platyglossa,15585,Medium,30/05/2021,150,23,Greenhouse Temperature Experiment,2,60,40,0,3,9,13,0,0.006772501,3.639984489,21.83927519,23.4619,native
159,Bromus rubens,15585,Medium,06/09/2021,249,19,Greenhouse Temperature Experiment,2,60,40,0,29,4,11,0,0.006772501,3.639984489,25.84534436,27.7558,invasive
263,Layia platyglossa,15573,High,30/05/2021,150,6,Greenhouse Temperature Experiment,3,100,40,0,3,6,12,0,0.006772501,3.639984489,26.03645136,28.4501,native
670,Salvia columbariae,15571,Low,18/07/2021,199,63,Greenhouse Temperature Experiment,1,40,40,0,21,1,13,0,0.006772501,3.639984489,24.96791965,26.7117,native
230,Layia platyglossa,15566,High,30/05/2021,150,43,Greenhouse Temperature Experiment,3,100,40,0,4,1,17,0,0.006772501,3.639984489,29.68450484,33.3795,native
676,Salvia columbariae,15571,Low,18/07/2021,199,69,Greenhouse Temperature Experiment,1,40,40,0,21,1,10,0,0.006772501,3.639984489,24.96791965,26.7117,native
752,Salvia columbariae,15583,Medium,18/07/2021,199,28,Greenhouse Temperature Experiment,2,60,40,0,22,3,8,0,0.006772501,3.639984489,24.65839333,26.2016,native
241,Layia platyglossa,15571,Low,30/05/2021,150,54,Greenhouse Temperature Experiment,1,40,40,0,5,6,21,0,0.006772501,3.639984489,24.20203222,26.3005,native
715,Salvia columbariae,15574,High,18/07/2021,199,61,Greenhouse Temperature Experiment,3,100,40,0,27,1,11,0,0.006772501,3.639984489,27.54544843,29.8547,native
702,Salvia columbariae,15574,High,18/07/2021,199,48,Greenhouse Temperature Experiment,3,100,40,0,32,1,9,0,0.006772501,3.639984489,27.54544843,29.8547,native
367,Layia platyglossa,15585,Medium,30/05/2021,150,17,Greenhouse Temperature Experiment,2,60,40,0,4,18,25,0,0.006772501,3.639984489,21.83927519,23.4619,native
307,Layia platyglossa,15575,Low,30/05/2021,150,26,Greenhouse Temperature Experiment,1,40,40,0,2,26,14,0,0.006772501,3.639984489,23.53640651,25.3258,native
411,Layia platyglossa,15598,Low,30/05/2021,150,14,Greenhouse Temperature Experiment,1,40,40,0,5,17,18,0,0.006772501,3.639984489,23.16205277,25.2617,native
321,Layia platyglossa,15575,Low,30/05/2021,150,40,Greenhouse Temperature Experiment,1,40,40,0,4,9,18,0,0.006772501,3.639984489,23.53640651,25.3258,native
162,Bromus rubens,15585,Medium,06/09/2021,249,22,Greenhouse Temperature Experiment,2,60,40,0,26,2,12,0,0.006772501,3.639984489,25.84534436,27.7558,invasive
808,Salvia columbariae,15593,Medium,18/07/2021,199,61,Greenhouse Temperature Experiment,2,60,40,0,22,1,17,0,0.006772501,3.639984489,25.94974046,27.2644,native
291,Layia platyglossa,15574,High,30/05/2021,150,57,Greenhouse Temperature Experiment,3,100,40,0,11,1,23,0,0.006772501,3.639984489,28.99218047,33.0537,native
409,Layia platyglossa,15598,Low,30/05/2021,150,12,Greenhouse Temperature Experiment,1,40,40,0,3,10,18,0,0.006772501,3.639984489,23.16205277,25.2617,native
795,Salvia columbariae,15593,Medium,18/07/2021,199,48,Greenhouse Temperature Experiment,2,60,40,0,19,1,9,0,0.006772501,3.639984489,25.94974046,27.2644,native
697,Salvia columbariae,15573,High,18/07/2021,199,20,Greenhouse Temperature Experiment,3,100,40,0,23,1,24,0,0.006772501,3.639984489,30.33944041,32.039,native
247,Layia platyglossa,15571,Low,30/05/2021,150,60,Greenhouse Temperature Experiment,1,40,40,0,5,3,17,0,0.006772501,3.639984489,24.20203222,26.3005,native
652,Salvia columbariae,15566,High,18/07/2021,199,45,Greenhouse Temperature Experiment,3,100,40,0,20,1,10,0,0.006772501,3.639984489,29.50817081,31.5316,native
358,Layia platyglossa,15585,Medium,30/05/2021,150,8,Greenhouse Temperature Experiment,2,60,40,0,6,8,9,0,0.006772501,3.639984489,21.83927519,23.4619,native
127,Bromus rubens,15583,Medium,06/09/2021,249,33,Greenhouse Temperature Experiment,2,60,40,0,18,1,5,0,0.006772501,3.639984489,26.23760989,29.139,invasive
766,Salvia columbariae,15583,Medium,18/07/2021,199,42,Greenhouse Temperature Experiment,2,60,40,0,26,1,9,0,0.006772501,3.639984489,24.65839333,26.2016,native
236,Layia platyglossa,15571,Low,30/05/2021,150,49,Greenhouse Temperature Experiment,1,40,40,0,4,12,16,0,0.006772501,3.639984489,24.20203222,26.3005,native
419,Layia platyglossa,15598,Low,30/05/2021,150,22,Greenhouse Temperature Experiment,1,40,40,0,5,31,15,0,0.006772501,3.639984489,23.16205277,25.2617,native
420,Layia platyglossa,15598,Low,30/05/2021,150,23,Greenhouse Temperature Experiment,1,40,40,0,4,10,24,0,0.006772501,3.639984489,23.16205277,25.2617,native
332,Layia platyglossa,15583,Medium,30/05/2021,150,28,Greenhouse Temperature Experiment,2,60,40,0,3,15,16,0,0.006772501,3.639984489,23.46374777,25.3952,native
36,Bromus rubens,15571,Low,06/09/2021,249,59,Greenhouse Temperature Experiment,1,40,40,0,16,5,14,0,0.006772501,3.639984489,26.34609939,27.454,invasive
694,Salvia columbariae,15573,High,18/07/2021,199,17,Greenhouse Temperature Experiment,3,100,40,0,18,1,12,0,0.006772501,3.639984489,30.33944041,32.039,native
320,Layia platyglossa,15575,Low,30/05/2021,150,39,Greenhouse Temperature Experiment,1,40,40,0,6,16,24,0,0.006772501,3.639984489,23.53640651,25.3258,native
410,Layia platyglossa,15598,Low,30/05/2021,150,13,Greenhouse Temperature Experiment,1,40,40,0,3,9,9,0,0.006772501,3.639984489,23.16205277,25.2617,native
254,Layia platyglossa,15571,Low,30/05/2021,150,67,Greenhouse Temperature Experiment,1,40,40,0,6,10,17,0,0.006772501,3.639984489,24.20203222,26.3005,native
405,Layia platyglossa,15598,Low,30/05/2021,150,8,Greenhouse Temperature Experiment,1,40,40,0,5,22,20,0,0.006772501,3.639984489,23.16205277,25.2617,native
306,Layia platyglossa,15575,Low,30/05/2021,150,25,Greenhouse Temperature Experiment,1,40,40,0,3,16,13,0,0.006772501,3.639984489,23.53640651,25.3258,native
731,Salvia columbariae,15575,Low,18/07/2021,199,30,Greenhouse Temperature Experiment,1,40,40,1,14,1,11,0.001,0.006772501,3.639984489,25.0123954,26.725,native
839,Salvia columbariae,15598,Low,18/07/2021,199,22,Greenhouse Temperature Experiment,1,40,40,1,26,1,13,0.001,0.006772501,3.639984489,23.71154023,25.1068,native
825,Salvia columbariae,15598,Low,18/07/2021,199,8,Greenhouse Temperature Experiment,1,40,40,1,23,2,15,0.001,0.006772501,3.639984489,23.71154023,25.1068,native
240,Layia platyglossa,15571,Low,30/05/2021,150,53,Greenhouse Temperature Experiment,1,40,40,1,5,5,28,0.001,0.006772501,3.639984489,24.20203222,26.3005,native
326,Layia platyglossa,15575,Low,30/05/2021,150,45,Greenhouse Temperature Experiment,1,40,40,1,4,5,13,0.001,0.006772501,3.639984489,23.53640651,25.3258,native
274,Layia platyglossa,15573,High,30/05/2021,150,17,Greenhouse Temperature Experiment,3,100,40,1,4,9,14,0.001,0.006772501,3.639984489,26.03645136,28.4501,native
238,Layia platyglossa,15571,Low,30/05/2021,150,51,Greenhouse Temperature Experiment,1,40,40,1,7,10,20,0.001,0.006772501,3.639984489,24.20203222,26.3005,native
339,Layia platyglossa,15583,Medium,30/05/2021,150,35,Greenhouse Temperature Experiment,2,60,40,1,5,13,23,0.001,0.006772501,3.639984489,23.46374777,25.3952,native
338,Layia platyglossa,15583,Medium,30/05/2021,150,34,Greenhouse Temperature Experiment,2,60,40,1,6,14,16,0.001,0.006772501,3.639984489,23.46374777,25.3952,native
178,Bromus rubens,15593,Medium,06/09/2021,249,61,Greenhouse Temperature Experiment,2,60,40,1,20,4,9,0.003,0.006772501,3.639984489,26.46020093,27.7611,invasive
108,Bromus rubens,15575,Low,06/09/2021,249,37,Greenhouse Temperature Experiment,1,40,40,1,16,1,11,0.004,0.006772501,3.639984489,25.57948924,27.0775,invasive
746,Salvia columbariae,15575,Low,18/07/2021,199,45,Greenhouse Temperature Experiment,1,40,40,1,21,1,12,0.005,0.006772501,3.639984489,25.0123954,26.725,native
407,Layia platyglossa,15598,Low,30/05/2021,150,10,Greenhouse Temperature Experiment,1,40,40,1,4,20,30,0.005,0.006772501,3.639984489,23.16205277,25.2617,native
93,Bromus rubens,15574,High,06/09/2021,249,69,Greenhouse Temperature Experiment,3,100,40,1,27,3,7,0.01,0.006772501,3.639984489,31.98519574,34.1272,invasive
56,Bromus rubens,15573,High,06/09/2021,249,9,Greenhouse Temperature Experiment,3,100,40,1,23,1,7,0.014,0.006772501,3.639984489,28.66985928,31.6705,invasive
90,Bromus rubens,15574,High,06/09/2021,249,66,Greenhouse Temperature Experiment,3,100,40,1,22,4,13,0.014,0.006772501,3.639984489,31.98519574,34.1272,invasive
408,Layia platyglossa,15598,Low,30/05/2021,150,11,Greenhouse Temperature Experiment,1,40,40,1,4,21,14,0.014,0.006772501,3.639984489,23.16205277,25.2617,native
176,Bromus rubens,15593,Medium,06/09/2021,249,59,Greenhouse Temperature Experiment,2,60,40,1,20,1,9,0.016,0.006772501,3.639984489,26.46020093,27.7611,invasive
736,Salvia columbariae,15575,Low,18/07/2021,199,35,Greenhouse Temperature Experiment,1,40,40,1,23,1,11,0.016,0.006772501,3.639984489,25.0123954,26.725,native
356,Layia platyglossa,15585,Medium,30/05/2021,150,6,Greenhouse Temperature Experiment,2,60,40,1,5,13,21,0.016,0.006772501,3.639984489,21.83927519,23.4619,native
109,Bromus rubens,15575,Low,06/09/2021,249,38,Greenhouse Temperature Experiment,1,40,40,1,17,2,7,0.017,0.006772501,3.639984489,25.57948924,27.0775,invasive
789,Salvia columbariae,15585,Medium,18/07/2021,199,19,Greenhouse Temperature Experiment,2,60,40,1,35,1,7,0.018,0.006772501,3.639984489,23.82450518,26.207,native
131,Bromus rubens,15583,Medium,06/09/2021,249,37,Greenhouse Temperature Experiment,2,60,40,1,14,1,7,0.02,0.006772501,3.639984489,26.23760989,29.139,invasive
277,Layia platyglossa,15573,High,30/05/2021,150,20,Greenhouse Temperature Experiment,3,100,40,1,6,4,14,0.02,0.006772501,3.639984489,26.03645136,28.4501,native
681,Salvia columbariae,15573,High,18/07/2021,199,4,Greenhouse Temperature Experiment,3,100,40,1,19,1,11,0.025,0.006772501,3.639984489,30.33944041,32.039,native
173,Bromus rubens,15593,Medium,06/09/2021,249,56,Greenhouse Temperature Experiment,2,60,40,1,21,1,9,0.03,0.006772501,3.639984489,26.46020093,27.7611,invasive
4,Bromus rubens,15566,High,06/09/2021,249,27,Greenhouse Temperature Experiment,3,100,40,1,19,4,9,0.03,0.006772501,3.639984489,30.75365339,33.5206,invasive
354,Layia platyglossa,15585,Medium,30/05/2021,150,4,Greenhouse Temperature Experiment,2,60,40,1,4,12,20,0.03,0.006772501,3.639984489,21.83927519,23.4619,native
5,Bromus rubens,15566,High,06/09/2021,249,28,Greenhouse Temperature Experiment,3,100,40,1,15,1,9,0.031,0.006772501,3.639984489,30.75365339,33.5206,invasive
777,Salvia columbariae,15585,Medium,18/07/2021,199,7,Greenhouse Temperature Experiment,2,60,40,1,21,3,9,0.032,0.006772501,3.639984489,23.82450518,26.207,native
89,Bromus rubens,15574,High,06/09/2021,249,65,Greenhouse Temperature Experiment,3,100,40,1,32,1,18,0.035,0.006772501,3.639984489,31.98519574,34.1272,invasive
195,Bromus rubens,15598,Low,06/09/2021,249,8,Greenhouse Temperature Experiment,1,40,40,1,10,3,11,0.036,0.006772501,3.639984489,23.6620635,24.8238,invasive
369,Layia platyglossa,15585,Medium,30/05/2021,150,19,Greenhouse Temperature Experiment,2,60,40,1,4,13,16,0.038,0.006772501,3.639984489,21.83927519,23.4619,native
830,Salvia columbariae,15598,Low,18/07/2021,199,13,Greenhouse Temperature Experiment,1,40,40,1,21,1,15,0.04,0.006772501,3.639984489,23.71154023,25.1068,native
256,Layia platyglossa,15571,Low,30/05/2021,150,69,Greenhouse Temperature Experiment,1,40,40,1,4,4,20,0.041,0.006772501,3.639984489,24.20203222,26.3005,native
122,Bromus rubens,15583,Medium,06/09/2021,249,28,Greenhouse Temperature Experiment,2,60,40,1,23,2,13,0.048,0.006772501,3.639984489,26.23760989,29.139,invasive
749,Salvia columbariae,15583,Medium,18/07/2021,199,25,Greenhouse Temperature Experiment,2,60,40,1,30,1,14,0.051,0.006772501,3.639984489,24.65839333,26.2016,native
802,Salvia columbariae,15593,Medium,18/07/2021,199,55,Greenhouse Temperature Experiment,2,60,40,1,16,1,9,0.051,0.006772501,3.639984489,25.94974046,27.2644,native
801,Salvia columbariae,15593,Medium,18/07/2021,199,54,Greenhouse Temperature Experiment,2,60,40,1,16,1,8,0.052,0.006772501,3.639984489,25.94974046,27.2644,native
79,Bromus rubens,15574,High,06/09/2021,249,55,Greenhouse Temperature Experiment,3,100,40,1,16,1,9,0.055,0.006772501,3.639984489,31.98519574,34.1272,invasive
118,Bromus rubens,15583,Medium,06/09/2021,249,24,Greenhouse Temperature Experiment,2,60,40,1,23,3,8,0.055,0.006772501,3.639984489,26.23760989,29.139,invasive
776,Salvia columbariae,15585,Medium,18/07/2021,199,6,Greenhouse Temperature Experiment,2,60,40,1,21,2,13,0.057,0.006772501,3.639984489,23.82450518,26.207,native
815,Salvia columbariae,15593,Medium,18/07/2021,199,68,Greenhouse Temperature Experiment,2,60,40,1,27,1,13,0.058,0.006772501,3.639984489,25.94974046,27.2644,native
378,Layia platyglossa,15593,Medium,30/05/2021,150,51,Greenhouse Temperature Experiment,2,60,40,1,6,8,11,0.061,0.006772501,3.639984489,24.66327817,26.3779,native
314,Layia platyglossa,15575,Low,30/05/2021,150,33,Greenhouse Temperature Experiment,1,40,40,1,6,4,23,0.062,0.006772501,3.639984489,23.53640651,25.3258,native
175,Bromus rubens,15593,Medium,06/09/2021,249,58,Greenhouse Temperature Experiment,2,60,40,1,23,1,5,0.063,0.006772501,3.639984489,26.46020093,27.7611,invasive
812,Salvia columbariae,15593,Medium,18/07/2021,199,65,Greenhouse Temperature Experiment,2,60,40,1,13,1,9,0.065,0.006772501,3.639984489,25.94974046,27.2644,native
75,Bromus rubens,15574,High,06/09/2021,249,51,Greenhouse Temperature Experiment,3,100,40,1,21,3,9,0.065,0.006772501,3.639984489,31.98519574,34.1272,invasive
660,Salvia columbariae,15571,Low,18/07/2021,199,53,Greenhouse Temperature Experiment,1,40,40,1,13,4,8,0.067,0.006772501,3.639984489,24.96791965,26.7117,native
379,Layia platyglossa,15593,Medium,30/05/2021,150,52,Greenhouse Temperature Experiment,2,60,40,1,3,3,9,0.068,0.006772501,3.639984489,24.66327817,26.3779,native
803,Salvia columbariae,15593,Medium,18/07/2021,199,56,Greenhouse Temperature Experiment,2,60,40,1,19,1,13,0.072,0.006772501,3.639984489,25.94974046,27.2644,native
361,Layia platyglossa,15585,Medium,30/05/2021,150,11,Greenhouse Temperature Experiment,2,60,40,1,3,15,18,0.072,0.006772501,3.639984489,21.83927519,23.4619,native
662,Salvia columbariae,15571,Low,18/07/2021,199,55,Greenhouse Temperature Experiment,1,40,40,1,18,1,11,0.074,0.006772501,3.639984489,24.96791965,26.7117,native
827,Salvia columbariae,15598,Low,18/07/2021,199,10,Greenhouse Temperature Experiment,1,40,40,1,24,1,14,0.08,0.006772501,3.639984489,23.71154023,25.1068,native
114,Bromus rubens,15575,Low,06/09/2021,249,43,Greenhouse Temperature Experiment,1,40,40,1,15,2,14,0.083,0.006772501,3.639984489,25.57948924,27.0775,invasive
103,Bromus rubens,15575,Low,06/09/2021,249,32,Greenhouse Temperature Experiment,1,40,40,1,21,2,13,0.084,0.006772501,3.639984489,25.57948924,27.0775,invasive
780,Salvia columbariae,15585,Medium,18/07/2021,199,10,Greenhouse Temperature Experiment,2,60,40,1,40,1,20,0.086,0.006772501,3.639984489,23.82450518,26.207,native
638,Salvia columbariae,15566,High,18/07/2021,199,31,Greenhouse Temperature Experiment,3,100,40,1,30,1,13,0.091,0.006772501,3.639984489,29.50817081,31.5316,native
163,Bromus rubens,15585,Medium,06/09/2021,249,23,Greenhouse Temperature Experiment,2,60,40,1,16,2,7,0.098,0.006772501,3.639984489,25.84534436,27.7558,invasive
