,species,pendant_ID,temp,calendar_date,julian_date,pot_ID,census,table_ID,lightbulb_strength,number_planted,establishment,soil_moisture_3week,germination,soil_moisture_6week,mass,se,sd,mean_temp,max_temp,locality
703,Salvia columbariae,15574,High,18/07/2021,199,49,Greenhouse Temperature Experiment,3,100,40,1,33,2,8,0.102,0.006772501,3.639984489,27.54544843,29.8547,native
755,Salvia columbariae,15583,Medium,18/07/2021,199,31,Greenhouse Temperature Experiment,2,60,40,1,22,2,14,0.103,0.006772501,3.639984489,24.65839333,26.2016,native
823,Salvia columbariae,15598,Low,18/07/2021,199,6,Greenhouse Temperature Experiment,1,40,40,1,23,2,24,0.103,0.006772501,3.639984489,23.71154023,25.1068,native
377,Layia platyglossa,15593,Medium,30/05/2021,150,50,Greenhouse Temperature Experiment,2,60,40,1,5,10,9,0.103,0.006772501,3.639984489,24.66327817,26.3779,native
399,Layia platyglossa,15598,Low,30/05/2021,150,2,Greenhouse Temperature Experiment,1,40,40,1,4,21,30,0.108,0.006772501,3.639984489,23.16205277,25.2617,native
666,Salvia columbariae,15571,Low,18/07/2021,199,59,Greenhouse Temperature Experiment,1,40,40,1,30,1,13,0.111,0.006772501,3.639984489,24.96791965,26.7117,native
661,Salvia columbariae,15571,Low,18/07/2021,199,54,Greenhouse Temperature Experiment,1,40,40,1,24,1,13,0.116,0.006772501,3.639984489,24.96791965,26.7117,native
276,Layia platyglossa,15573,High,30/05/2021,150,19,Greenhouse Temperature Experiment,3,100,40,1,5,2,15,0.117,0.006772501,3.639984489,26.03645136,28.4501,native
705,Salvia columbariae,15574,High,18/07/2021,199,51,Greenhouse Temperature Experiment,3,100,40,1,31,1,8,0.12,0.006772501,3.639984489,27.54544843,29.8547,native
707,Salvia columbariae,15574,High,18/07/2021,199,53,Greenhouse Temperature Experiment,3,100,40,1,32,1,11,0.121,0.006772501,3.639984489,27.54544843,29.8547,native
778,Salvia columbariae,15585,Medium,18/07/2021,199,8,Greenhouse Temperature Experiment,2,60,40,1,30,1,20,0.121,0.006772501,3.639984489,23.82450518,26.207,native
322,Layia platyglossa,15575,Low,30/05/2021,150,41,Greenhouse Temperature Experiment,1,40,40,1,4,7,28,0.123,0.006772501,3.639984489,23.53640651,25.3258,native
406,Layia platyglossa,15598,Low,30/05/2021,150,9,Greenhouse Temperature Experiment,1,40,40,1,4,16,18,0.125,0.006772501,3.639984489,23.16205277,25.2617,native
311,Layia platyglossa,15575,Low,30/05/2021,150,30,Greenhouse Temperature Experiment,1,40,40,1,4,19,29,0.135,0.006772501,3.639984489,23.53640651,25.3258,native
782,Salvia columbariae,15585,Medium,18/07/2021,199,12,Greenhouse Temperature Experiment,2,60,40,1,26,1,10,0.138,0.006772501,3.639984489,23.82450518,26.207,native
765,Salvia columbariae,15583,Medium,18/07/2021,199,41,Greenhouse Temperature Experiment,2,60,40,1,27,2,17,0.139,0.006772501,3.639984489,24.65839333,26.2016,native
372,Layia platyglossa,15585,Medium,30/05/2021,150,22,Greenhouse Temperature Experiment,2,60,40,1,2,8,12,0.142,0.006772501,3.639984489,21.83927519,23.4619,native
793,Salvia columbariae,15585,Medium,18/07/2021,199,23,Greenhouse Temperature Experiment,2,60,40,1,24,1,14,0.144,0.006772501,3.639984489,23.82450518,26.207,native
763,Salvia columbariae,15583,Medium,18/07/2021,199,39,Greenhouse Temperature Experiment,2,60,40,1,29,2,12,0.159,0.006772501,3.639984489,24.65839333,26.2016,native
640,Salvia columbariae,15566,High,18/07/2021,199,33,Greenhouse Temperature Experiment,3,100,40,1,30,1,13,0.16,0.006772501,3.639984489,29.50817081,31.5316,native
787,Salvia columbariae,15585,Medium,18/07/2021,199,17,Greenhouse Temperature Experiment,2,60,40,1,29,1,13,0.161,0.006772501,3.639984489,23.82450518,26.207,native
125,Bromus rubens,15583,Medium,06/09/2021,249,31,Greenhouse Temperature Experiment,2,60,40,1,16,3,13,0.163,0.006772501,3.639984489,26.23760989,29.139,invasive
365,Layia platyglossa,15585,Medium,30/05/2021,150,15,Greenhouse Temperature Experiment,2,60,40,1,3,10,26,0.166,0.006772501,3.639984489,21.83927519,23.4619,native
738,Salvia columbariae,15575,Low,18/07/2021,199,37,Greenhouse Temperature Experiment,1,40,40,1,17,1,12,0.168,0.006772501,3.639984489,25.0123954,26.725,native
653,Salvia columbariae,15566,High,18/07/2021,199,46,Greenhouse Temperature Experiment,3,100,40,1,20,4,14,0.17,0.006772501,3.639984489,29.50817081,31.5316,native
228,Layia platyglossa,15566,High,30/05/2021,150,41,Greenhouse Temperature Experiment,3,100,40,1,5,7,16,0.171,0.006772501,3.639984489,29.68450484,33.3795,native
821,Salvia columbariae,15598,Low,18/07/2021,199,4,Greenhouse Temperature Experiment,1,40,40,1,14,2,21,0.177,0.006772501,3.639984489,23.71154023,25.1068,native
734,Salvia columbariae,15575,Low,18/07/2021,199,33,Greenhouse Temperature Experiment,1,40,40,1,25,2,9,0.185,0.006772501,3.639984489,25.0123954,26.725,native
809,Salvia columbariae,15593,Medium,18/07/2021,199,62,Greenhouse Temperature Experiment,2,60,40,1,22,1,13,0.187,0.006772501,3.639984489,25.94974046,27.2644,native
758,Salvia columbariae,15583,Medium,18/07/2021,199,34,Greenhouse Temperature Experiment,2,60,40,1,32,2,13,0.191,0.006772501,3.639984489,24.65839333,26.2016,native
298,Layia platyglossa,15574,High,30/05/2021,150,64,Greenhouse Temperature Experiment,3,100,40,1,5,4,27,0.192,0.006772501,3.639984489,28.99218047,33.0537,native
639,Salvia columbariae,15566,High,18/07/2021,199,32,Greenhouse Temperature Experiment,3,100,40,1,23,1,12,0.197,0.006772501,3.639984489,29.50817081,31.5316,native
645,Salvia columbariae,15566,High,18/07/2021,199,38,Greenhouse Temperature Experiment,3,100,40,1,30,1,14,0.209,0.006772501,3.639984489,29.50817081,31.5316,native
759,Salvia columbariae,15583,Medium,18/07/2021,199,35,Greenhouse Temperature Experiment,2,60,40,1,27,2,13,0.211,0.006772501,3.639984489,24.65839333,26.2016,native
647,Salvia columbariae,15566,High,18/07/2021,199,40,Greenhouse Temperature Experiment,3,100,40,1,23,1,11,0.212,0.006772501,3.639984489,29.50817081,31.5316,native
334,Layia platyglossa,15583,Medium,30/05/2021,150,30,Greenhouse Temperature Experiment,2,60,40,1,4,14,26,0.215,0.006772501,3.639984489,23.46374777,25.3952,native
255,Layia platyglossa,15571,Low,30/05/2021,150,68,Greenhouse Temperature Experiment,1,40,40,1,6,9,18,0.222,0.006772501,3.639984489,24.20203222,26.3005,native
359,Layia platyglossa,15585,Medium,30/05/2021,150,9,Greenhouse Temperature Experiment,2,60,40,1,3,17,23,0.234,0.006772501,3.639984489,21.83927519,23.4619,native
248,Layia platyglossa,15571,Low,30/05/2021,150,61,Greenhouse Temperature Experiment,1,40,40,1,6,9,33,0.237,0.006772501,3.639984489,24.20203222,26.3005,native
664,Salvia columbariae,15571,Low,18/07/2021,199,57,Greenhouse Temperature Experiment,1,40,40,1,15,1,9,0.242,0.006772501,3.639984489,24.96791965,26.7117,native
772,Salvia columbariae,15585,Medium,18/07/2021,199,2,Greenhouse Temperature Experiment,2,60,40,1,33,1,25,0.252,0.006772501,3.639984489,23.82450518,26.207,native
341,Layia platyglossa,15583,Medium,30/05/2021,150,37,Greenhouse Temperature Experiment,2,60,40,1,4,16,15,0.26,0.006772501,3.639984489,23.46374777,25.3952,native
699,Salvia columbariae,15573,High,18/07/2021,199,22,Greenhouse Temperature Experiment,3,100,40,1,21,1,14,0.261,0.006772501,3.639984489,30.33944041,32.039,native
794,Salvia columbariae,15593,Medium,18/07/2021,199,47,Greenhouse Temperature Experiment,2,60,40,1,22,1,9,0.263,0.006772501,3.639984489,25.94974046,27.2644,native
649,Salvia columbariae,15566,High,18/07/2021,199,42,Greenhouse Temperature Experiment,3,100,40,1,24,1,20,0.264,0.006772501,3.639984489,29.50817081,31.5316,native
672,Salvia columbariae,15571,Low,18/07/2021,199,65,Greenhouse Temperature Experiment,1,40,40,1,20,1,12,0.271,0.006772501,3.639984489,24.96791965,26.7117,native
331,Layia platyglossa,15583,Medium,30/05/2021,150,27,Greenhouse Temperature Experiment,2,60,40,1,4,16,24,0.285,0.006772501,3.639984489,23.46374777,25.3952,native
663,Salvia columbariae,15571,Low,18/07/2021,199,56,Greenhouse Temperature Experiment,1,40,40,1,12,1,10,0.292,0.006772501,3.639984489,24.96791965,26.7117,native
352,Layia platyglossa,15585,Medium,30/05/2021,150,2,Greenhouse Temperature Experiment,2,60,40,1,5,24,29,0.309,0.006772501,3.639984489,21.83927519,23.4619,native
742,Salvia columbariae,15575,Low,18/07/2021,199,41,Greenhouse Temperature Experiment,1,40,40,1,15,1,13,0.349,0.006772501,3.639984489,25.0123954,26.725,native
126,Bromus rubens,15583,Medium,06/09/2021,249,32,Greenhouse Temperature Experiment,2,60,40,1,13,2,9,0.352,0.006772501,3.639984489,26.23760989,29.139,invasive
317,Layia platyglossa,15575,Low,30/05/2021,150,36,Greenhouse Temperature Experiment,1,40,40,1,5,25,24,0.421,0.006772501,3.639984489,23.53640651,25.3258,native
779,Salvia columbariae,15585,Medium,18/07/2021,199,9,Greenhouse Temperature Experiment,2,60,40,1,36,1,17,0.465,0.006772501,3.639984489,23.82450518,26.207,native
370,Layia platyglossa,15585,Medium,30/05/2021,150,20,Greenhouse Temperature Experiment,2,60,40,1,4,24,23,0.594,0.006772501,3.639984489,21.83927519,23.4619,native
245,Layia platyglossa,15571,Low,30/05/2021,150,58,Greenhouse Temperature Experiment,1,40,40,2,4,2,20,0.001,0.006772501,3.639984489,24.20203222,26.3005,native
350,Layia platyglossa,15583,Medium,30/05/2021,150,46,Greenhouse Temperature Experiment,2,60,40,2,2,5,11,0.001,0.006772501,3.639984489,23.46374777,25.3952,native
345,Layia platyglossa,15583,Medium,30/05/2021,150,41,Greenhouse Temperature Experiment,2,60,40,2,3,7,15,0.001,0.006772501,3.639984489,23.46374777,25.3952,native
253,Layia platyglossa,15571,Low,30/05/2021,150,66,Greenhouse Temperature Experiment,1,40,40,2,6,8,20,0.001,0.006772501,3.639984489,24.20203222,26.3005,native
222,Layia platyglossa,15566,High,30/05/2021,150,35,Greenhouse Temperature Experiment,3,100,40,2,6,10,11,0.001,0.006772501,3.639984489,29.68450484,33.3795,native
257,Layia platyglossa,15571,Low,30/05/2021,150,70,Greenhouse Temperature Experiment,1,40,40,2,6,18,25,0.001,0.006772501,3.639984489,24.20203222,26.3005,native
106,Bromus rubens,15575,Low,06/09/2021,249,35,Greenhouse Temperature Experiment,1,40,40,2,12,2,9,0.005,0.006772501,3.639984489,25.57948924,27.0775,invasive
60,Bromus rubens,15573,High,06/09/2021,249,13,Greenhouse Temperature Experiment,3,100,40,2,28,2,8,0.007,0.006772501,3.639984489,28.66985928,31.6705,invasive
134,Bromus rubens,15583,Medium,06/09/2021,249,40,Greenhouse Temperature Experiment,2,60,40,2,18,2,9,0.007,0.006772501,3.639984489,26.23760989,29.139,invasive
347,Layia platyglossa,15583,Medium,30/05/2021,150,43,Greenhouse Temperature Experiment,2,60,40,2,3,5,30,0.007,0.006772501,3.639984489,23.46374777,25.3952,native
659,Salvia columbariae,15571,Low,18/07/2021,199,52,Greenhouse Temperature Experiment,1,40,40,2,20,2,7,0.008,0.006772501,3.639984489,24.96791965,26.7117,native
833,Salvia columbariae,15598,Low,18/07/2021,199,16,Greenhouse Temperature Experiment,1,40,40,2,28,4,14,0.01,0.006772501,3.639984489,23.71154023,25.1068,native
156,Bromus rubens,15585,Medium,06/09/2021,249,16,Greenhouse Temperature Experiment,2,60,40,2,26,5,13,0.01,0.006772501,3.639984489,25.84534436,27.7558,invasive
355,Layia platyglossa,15585,Medium,30/05/2021,150,5,Greenhouse Temperature Experiment,2,60,40,2,4,15,31,0.01,0.006772501,3.639984489,21.83927519,23.4619,native
790,Salvia columbariae,15585,Medium,18/07/2021,199,20,Greenhouse Temperature Experiment,2,60,40,2,21,2,9,0.016,0.006772501,3.639984489,23.82450518,26.207,native
59,Bromus rubens,15573,High,06/09/2021,249,12,Greenhouse Temperature Experiment,3,100,40,2,14,2,9,0.018,0.006772501,3.639984489,28.66985928,31.6705,invasive
360,Layia platyglossa,15585,Medium,30/05/2021,150,10,Greenhouse Temperature Experiment,2,60,40,2,4,17,30,0.019,0.006772501,3.639984489,21.83927519,23.4619,native
353,Layia platyglossa,15585,Medium,30/05/2021,150,3,Greenhouse Temperature Experiment,2,60,40,2,6,18,25,0.025,0.006772501,3.639984489,21.83927519,23.4619,native
24,Bromus rubens,15571,Low,06/09/2021,249,47,Greenhouse Temperature Experiment,1,40,40,2,12,2,9,0.029,0.006772501,3.639984489,26.34609939,27.454,invasive
838,Salvia columbariae,15598,Low,18/07/2021,199,21,Greenhouse Temperature Experiment,1,40,40,2,11,2,13,0.036,0.006772501,3.639984489,23.71154023,25.1068,native
74,Bromus rubens,15574,High,06/09/2021,249,50,Greenhouse Temperature Experiment,3,100,40,2,29,5,10,0.036,0.006772501,3.639984489,31.98519574,34.1272,invasive
123,Bromus rubens,15583,Medium,06/09/2021,249,29,Greenhouse Temperature Experiment,2,60,40,2,16,5,10,0.036,0.006772501,3.639984489,26.23760989,29.139,invasive
237,Layia platyglossa,15571,Low,30/05/2021,150,50,Greenhouse Temperature Experiment,1,40,40,2,6,9,17,0.038,0.006772501,3.639984489,24.20203222,26.3005,native
80,Bromus rubens,15574,High,06/09/2021,249,56,Greenhouse Temperature Experiment,3,100,40,2,18,4,10,0.041,0.006772501,3.639984489,31.98519574,34.1272,invasive
164,Bromus rubens,15593,Medium,06/09/2021,249,47,Greenhouse Temperature Experiment,2,60,40,2,11,3,7,0.043,0.006772501,3.639984489,26.46020093,27.7611,invasive
54,Bromus rubens,15573,High,06/09/2021,249,7,Greenhouse Temperature Experiment,3,100,40,2,21,2,7,0.052,0.006772501,3.639984489,28.66985928,31.6705,invasive
85,Bromus rubens,15574,High,06/09/2021,249,61,Greenhouse Temperature Experiment,3,100,40,2,33,6,13,0.054,0.006772501,3.639984489,31.98519574,34.1272,invasive
658,Salvia columbariae,15571,Low,18/07/2021,199,51,Greenhouse Temperature Experiment,1,40,40,2,24,2,9,0.058,0.006772501,3.639984489,24.96791965,26.7117,native
775,Salvia columbariae,15585,Medium,18/07/2021,199,5,Greenhouse Temperature Experiment,2,60,40,2,40,4,24,0.059,0.006772501,3.639984489,23.82450518,26.207,native
172,Bromus rubens,15593,Medium,06/09/2021,249,55,Greenhouse Temperature Experiment,2,60,40,2,24,2,13,0.065,0.006772501,3.639984489,26.46020093,27.7611,invasive
750,Salvia columbariae,15583,Medium,18/07/2021,199,26,Greenhouse Temperature Experiment,2,60,40,2,26,3,10,0.065,0.006772501,3.639984489,24.65839333,26.2016,native
267,Layia platyglossa,15573,High,30/05/2021,150,10,Greenhouse Temperature Experiment,3,100,40,2,7,6,19,0.065,0.006772501,3.639984489,26.03645136,28.4501,native
637,Salvia columbariae,15566,High,18/07/2021,199,30,Greenhouse Temperature Experiment,3,100,40,2,26,2,25,0.069,0.006772501,3.639984489,29.50817081,31.5316,native
68,Bromus rubens,15573,High,06/09/2021,249,21,Greenhouse Temperature Experiment,3,100,40,2,15,3,9,0.072,0.006772501,3.639984489,28.66985928,31.6705,invasive
404,Layia platyglossa,15598,Low,30/05/2021,150,7,Greenhouse Temperature Experiment,1,40,40,2,4,24,22,0.078,0.006772501,3.639984489,23.16205277,25.2617,native
813,Salvia columbariae,15593,Medium,18/07/2021,199,66,Greenhouse Temperature Experiment,2,60,40,2,29,2,18,0.084,0.006772501,3.639984489,25.94974046,27.2644,native
757,Salvia columbariae,15583,Medium,18/07/2021,199,33,Greenhouse Temperature Experiment,2,60,40,2,24,2,9,0.093,0.006772501,3.639984489,24.65839333,26.2016,native
385,Layia platyglossa,15593,Medium,30/05/2021,150,58,Greenhouse Temperature Experiment,2,60,40,2,4,6,12,0.094,0.006772501,3.639984489,24.66327817,26.3779,native
751,Salvia columbariae,15583,Medium,18/07/2021,199,27,Greenhouse Temperature Experiment,2,60,40,2,28,2,11,0.096,0.006772501,3.639984489,24.65839333,26.2016,native
313,Layia platyglossa,15575,Low,30/05/2021,150,32,Greenhouse Temperature Experiment,1,40,40,2,4,9,27,0.104,0.006772501,3.639984489,23.53640651,25.3258,native
709,Salvia columbariae,15574,High,18/07/2021,199,55,Greenhouse Temperature Experiment,3,100,40,2,29,2,12,0.108,0.006772501,3.639984489,27.54544843,29.8547,native
351,Layia platyglossa,15585,Medium,30/05/2021,150,1,Greenhouse Temperature Experiment,2,60,40,2,5,16,16,0.108,0.006772501,3.639984489,21.83927519,23.4619,native
806,Salvia columbariae,15593,Medium,18/07/2021,199,59,Greenhouse Temperature Experiment,2,60,40,2,25,2,8,0.118,0.006772501,3.639984489,25.94974046,27.2644,native
2,Bromus rubens,15566,High,06/09/2021,249,25,Greenhouse Temperature Experiment,3,100,40,2,18,2,9,0.126,0.006772501,3.639984489,30.75365339,33.5206,invasive
357,Layia platyglossa,15585,Medium,30/05/2021,150,7,Greenhouse Temperature Experiment,2,60,40,2,6,13,23,0.139,0.006772501,3.639984489,21.83927519,23.4619,native
633,Salvia columbariae,15566,High,18/07/2021,199,26,Greenhouse Temperature Experiment,3,100,40,2,29,2,18,0.152,0.006772501,3.639984489,29.50817081,31.5316,native
684,Salvia columbariae,15573,High,18/07/2021,199,7,Greenhouse Temperature Experiment,3,100,40,2,25,3,11,0.169,0.006772501,3.639984489,30.33944041,32.039,native
330,Layia platyglossa,15583,Medium,30/05/2021,150,26,Greenhouse Temperature Experiment,2,60,40,2,4,13,17,0.17,0.006772501,3.639984489,23.46374777,25.3952,native
710,Salvia columbariae,15574,High,18/07/2021,199,56,Greenhouse Temperature Experiment,3,100,40,2,26,2,11,0.181,0.006772501,3.639984489,27.54544843,29.8547,native
788,Salvia columbariae,15585,Medium,18/07/2021,199,18,Greenhouse Temperature Experiment,2,60,40,2,32,2,12,0.181,0.006772501,3.639984489,23.82450518,26.207,native
177,Bromus rubens,15593,Medium,06/09/2021,249,60,Greenhouse Temperature Experiment,2,60,40,2,16,8,9,0.188,0.006772501,3.639984489,26.46020093,27.7611,invasive
743,Salvia columbariae,15575,Low,18/07/2021,199,42,Greenhouse Temperature Experiment,1,40,40,2,23,2,11,0.192,0.006772501,3.639984489,25.0123954,26.725,native
199,Bromus rubens,15598,Low,06/09/2021,249,12,Greenhouse Temperature Experiment,1,40,40,2,28,10,11,0.225,0.006772501,3.639984489,23.6620635,24.8238,invasive
632,Salvia columbariae,15566,High,18/07/2021,199,25,Greenhouse Temperature Experiment,3,100,40,2,25,2,13,0.231,0.006772501,3.639984489,29.50817081,31.5316,native
35,Bromus rubens,15571,Low,06/09/2021,249,58,Greenhouse Temperature Experiment,1,40,40,2,23,3,9,0.233,0.006772501,3.639984489,26.34609939,27.454,invasive
250,Layia platyglossa,15571,Low,30/05/2021,150,63,Greenhouse Temperature Experiment,1,40,40,2,3,18,25,0.233,0.006772501,3.639984489,24.20203222,26.3005,native
770,Salvia columbariae,15583,Medium,18/07/2021,199,46,Greenhouse Temperature Experiment,2,60,40,2,24,3,14,0.238,0.006772501,3.639984489,24.65839333,26.2016,native
683,Salvia columbariae,15573,High,18/07/2021,199,6,Greenhouse Temperature Experiment,3,100,40,2,36,2,9,0.266,0.006772501,3.639984489,30.33944041,32.039,native
37,Bromus rubens,15571,Low,06/09/2021,249,60,Greenhouse Temperature Experiment,1,40,40,2,14,6,11,0.308,0.006772501,3.639984489,26.34609939,27.454,invasive
224,Layia platyglossa,15566,High,30/05/2021,150,37,Greenhouse Temperature Experiment,3,100,40,3,6,1,21,0.001,0.006772501,3.639984489,29.68450484,33.3795,native
732,Salvia columbariae,15575,Low,18/07/2021,199,31,Greenhouse Temperature Experiment,1,40,40,3,18,3,9,0.001,0.006772501,3.639984489,25.0123954,26.725,native
382,Layia platyglossa,15593,Medium,30/05/2021,150,55,Greenhouse Temperature Experiment,2,60,40,3,4,6,11,0.001,0.006772501,3.639984489,24.66327817,26.3779,native
349,Layia platyglossa,15583,Medium,30/05/2021,150,45,Greenhouse Temperature Experiment,2,60,40,3,5,9,22,0.001,0.006772501,3.639984489,23.46374777,25.3952,native
392,Layia platyglossa,15593,Medium,30/05/2021,150,65,Greenhouse Temperature Experiment,2,60,40,3,7,10,25,0.001,0.006772501,3.639984489,24.66327817,26.3779,native
281,Layia platyglossa,15574,High,30/05/2021,150,47,Greenhouse Temperature Experiment,3,100,40,3,6,9,27,0.004,0.006772501,3.639984489,28.99218047,33.0537,native
101,Bromus rubens,15575,Low,06/09/2021,249,30,Greenhouse Temperature Experiment,1,40,40,3,18,4,9,0.005,0.006772501,3.639984489,25.57948924,27.0775,invasive
116,Bromus rubens,15575,Low,06/09/2021,249,45,Greenhouse Temperature Experiment,1,40,40,3,18,3,10,0.006,0.006772501,3.639984489,25.57948924,27.0775,invasive
289,Layia platyglossa,15574,High,30/05/2021,150,55,Greenhouse Temperature Experiment,3,100,40,3,6,10,28,0.013,0.006772501,3.639984489,28.99218047,33.0537,native
91,Bromus rubens,15574,High,06/09/2021,249,67,Greenhouse Temperature Experiment,3,100,40,3,21,5,12,0.014,0.006772501,3.639984489,31.98519574,34.1272,invasive
180,Bromus rubens,15593,Medium,06/09/2021,249,63,Greenhouse Temperature Experiment,2,60,40,3,27,3,8,0.027,0.006772501,3.639984489,26.46020093,27.7611,invasive
62,Bromus rubens,15573,High,06/09/2021,249,15,Greenhouse Temperature Experiment,3,100,40,3,21,4,13,0.027,0.006772501,3.639984489,28.66985928,31.6705,invasive
196,Bromus rubens,15598,Low,06/09/2021,249,9,Greenhouse Temperature Experiment,1,40,40,3,23,7,14,0.029,0.006772501,3.639984489,23.6620635,24.8238,invasive
100,Bromus rubens,15575,Low,06/09/2021,249,29,Greenhouse Temperature Experiment,1,40,40,3,14,4,10,0.031,0.006772501,3.639984489,25.57948924,27.0775,invasive
674,Salvia columbariae,15571,Low,18/07/2021,199,67,Greenhouse Temperature Experiment,1,40,40,3,30,3,13,0.044,0.006772501,3.639984489,24.96791965,26.7117,native
94,Bromus rubens,15574,High,06/09/2021,249,70,Greenhouse Temperature Experiment,3,100,40,3,22,4,14,0.044,0.006772501,3.639984489,31.98519574,34.1272,invasive
128,Bromus rubens,15583,Medium,06/09/2021,249,34,Greenhouse Temperature Experiment,2,60,40,3,18,4,9,0.047,0.006772501,3.639984489,26.23760989,29.139,invasive
154,Bromus rubens,15585,Medium,06/09/2021,249,14,Greenhouse Temperature Experiment,2,60,40,3,23,5,7,0.055,0.006772501,3.639984489,25.84534436,27.7558,invasive
391,Layia platyglossa,15593,Medium,30/05/2021,150,64,Greenhouse Temperature Experiment,2,60,40,3,5,6,21,0.074,0.006772501,3.639984489,24.66327817,26.3779,native
3,Bromus rubens,15566,High,06/09/2021,249,26,Greenhouse Temperature Experiment,3,100,40,3,15,4,6,0.083,0.006772501,3.639984489,30.75365339,33.5206,invasive
380,Layia platyglossa,15593,Medium,30/05/2021,150,53,Greenhouse Temperature Experiment,2,60,40,3,3,5,11,0.084,0.006772501,3.639984489,24.66327817,26.3779,native
279,Layia platyglossa,15573,High,30/05/2021,150,22,Greenhouse Temperature Experiment,3,100,40,3,4,11,19,0.087,0.006772501,3.639984489,26.03645136,28.4501,native
119,Bromus rubens,15583,Medium,06/09/2021,249,25,Greenhouse Temperature Experiment,2,60,40,3,26,7,9,0.097,0.006772501,3.639984489,26.23760989,29.139,invasive
166,Bromus rubens,15593,Medium,06/09/2021,249,49,Greenhouse Temperature Experiment,2,60,40,3,21,3,9,0.104,0.006772501,3.639984489,26.46020093,27.7611,invasive
376,Layia platyglossa,15593,Medium,30/05/2021,150,49,Greenhouse Temperature Experiment,2,60,40,3,5,4,11,0.113,0.006772501,3.639984489,24.66327817,26.3779,native
58,Bromus rubens,15573,High,06/09/2021,249,11,Greenhouse Temperature Experiment,3,100,40,3,24,5,9,0.115,0.006772501,3.639984489,28.66985928,31.6705,invasive
275,Layia platyglossa,15573,High,30/05/2021,150,18,Greenhouse Temperature Experiment,3,100,40,3,4,3,23,0.12,0.006772501,3.639984489,26.03645136,28.4501,native
143,Bromus rubens,15585,Medium,06/09/2021,249,3,Greenhouse Temperature Experiment,2,60,40,3,26,6,14,0.12,0.006772501,3.639984489,25.84534436,27.7558,invasive
124,Bromus rubens,15583,Medium,06/09/2021,249,30,Greenhouse Temperature Experiment,2,60,40,3,24,5,12,0.121,0.006772501,3.639984489,26.23760989,29.139,invasive
168,Bromus rubens,15593,Medium,06/09/2021,249,51,Greenhouse Temperature Experiment,2,60,40,3,17,7,14,0.123,0.006772501,3.639984489,26.46020093,27.7611,invasive
764,Salvia columbariae,15583,Medium,18/07/2021,199,40,Greenhouse Temperature Experiment,2,60,40,3,26,3,13,0.127,0.006772501,3.639984489,24.65839333,26.2016,native
817,Salvia columbariae,15593,Medium,18/07/2021,199,70,Greenhouse Temperature Experiment,2,60,40,3,17,3,15,0.132,0.006772501,3.639984489,25.94974046,27.2644,native
679,Salvia columbariae,15573,High,18/07/2021,199,2,Greenhouse Temperature Experiment,3,100,40,3,32,3,18,0.134,0.006772501,3.639984489,30.33944041,32.039,native
153,Bromus rubens,15585,Medium,06/09/2021,249,13,Greenhouse Temperature Experiment,2,60,40,3,16,3,10,0.144,0.006772501,3.639984489,25.84534436,27.7558,invasive
160,Bromus rubens,15585,Medium,06/09/2021,249,20,Greenhouse Temperature Experiment,2,60,40,3,25,6,12,0.149,0.006772501,3.639984489,25.84534436,27.7558,invasive
374,Layia platyglossa,15593,Medium,30/05/2021,150,47,Greenhouse Temperature Experiment,2,60,40,3,5,2,10,0.151,0.006772501,3.639984489,24.66327817,26.3779,native
760,Salvia columbariae,15583,Medium,18/07/2021,199,36,Greenhouse Temperature Experiment,2,60,40,3,31,3,13,0.172,0.006772501,3.639984489,24.65839333,26.2016,native
682,Salvia columbariae,15573,High,18/07/2021,199,5,Greenhouse Temperature Experiment,3,100,40,3,42,3,14,0.174,0.006772501,3.639984489,30.33944041,32.039,native
643,Salvia columbariae,15566,High,18/07/2021,199,36,Greenhouse Temperature Experiment,3,100,40,3,14,3,11,0.226,0.006772501,3.639984489,29.50817081,31.5316,native
344,Layia platyglossa,15583,Medium,30/05/2021,150,40,Greenhouse Temperature Experiment,2,60,40,3,5,16,25,0.252,0.006772501,3.639984489,23.46374777,25.3952,native
400,Layia platyglossa,15598,Low,30/05/2021,150,3,Greenhouse Temperature Experiment,1,40,40,3,6,26,32,0.262,0.006772501,3.639984489,23.16205277,25.2617,native
335,Layia platyglossa,15583,Medium,30/05/2021,150,31,Greenhouse Temperature Experiment,2,60,40,3,4,6,28,0.263,0.006772501,3.639984489,23.46374777,25.3952,native
211,Layia platyglossa,15566,High,30/05/2021,150,24,Greenhouse Temperature Experiment,3,100,40,3,3,15,24,0.289,0.006772501,3.639984489,29.68450484,33.3795,native
217,Layia platyglossa,15566,High,30/05/2021,150,30,Greenhouse Temperature Experiment,3,100,40,3,2,14,8,0.433,0.006772501,3.639984489,29.68450484,33.3795,native
384,Layia platyglossa,15593,Medium,30/05/2021,150,57,Greenhouse Temperature Experiment,2,60,40,4,3,3,24,0.001,0.006772501,3.639984489,24.66327817,26.3779,native
252,Layia platyglossa,15571,Low,30/05/2021,150,65,Greenhouse Temperature Experiment,1,40,40,4,4,16,18,0.001,0.006772501,3.639984489,24.20203222,26.3005,native
258,Layia platyglossa,15573,High,30/05/2021,150,1,Greenhouse Temperature Experiment,3,100,40,4,5,16,25,0.007,0.006772501,3.639984489,26.03645136,28.4501,native
303,Layia platyglossa,15574,High,30/05/2021,150,69,Greenhouse Temperature Experiment,3,100,40,4,7,7,27,0.011,0.006772501,3.639984489,28.99218047,33.0537,native
